time,means,sd,se
2203,67.21507613,13.58467332,4.52822444
2205,67.16046273,13.55548835,4.518496115
2207,67.10587547,13.55900691,4.519668969
2209,67.17176476,13.62184959,4.540616529
2211,67.21967504,13.56836111,4.522787036
2213,67.20797205,13.56528382,4.521761272
2215,67.17000399,13.56426991,4.521423305
2217,67.19454489,13.53574817,4.511916056
2219,67.12061187,13.58303004,4.52767668
2221,67.16504246,13.61019549,4.536731831
2223,67.18228577,13.57405065,4.52468355
2225,67.16617912,13.59657106,4.532190354
2227,67.23588107,13.62908693,4.543028976
2229,67.26959191,13.60026322,4.533421074
2231,67.17611263,13.59958549,4.533195164
2233,67.16685727,13.5938146,4.531271532
2235,67.16766095,13.60267447,4.534224822
2237,67.17742536,13.56568198,4.521893993
2239,67.21251866,13.61910366,4.539701218
2241,67.22738232,13.6293122,4.543104066
2243,67.19997712,13.59160048,4.530533494
2245,67.17046249,13.5249176,4.508305866
2247,67.11573751,13.63818753,4.546062509
2249,67.17372426,13.65295666,4.550985553
2251,67.20075116,13.61323531,4.537745104
2253,67.20611888,13.60710324,4.535701081
2255,67.26525972,13.60200654,4.53400218
2257,67.29253417,13.60302144,4.534340481
2259,67.2629899,13.67235588,4.55745196
2261,67.1967014,13.65997917,4.553326389
2263,67.20522107,13.64565847,4.548552822
2265,67.33592748,13.6118656,4.537288532
2267,67.32623106,13.60875233,4.536250778
2269,67.26753652,13.59573524,4.531911745
2271,67.3069498,13.65789696,4.552632319
2273,67.3016797,13.58898208,4.529660692
2275,67.32232251,13.61260784,4.537535947
2277,67.31043821,13.54941988,4.516473294
2279,67.318468,13.5610526,4.520350866
2281,67.33790617,13.60200298,4.534000992
2283,67.3085711,13.62144863,4.540482878
2285,67.31295035,13.60830243,4.536100809
2287,67.26779802,13.61271579,4.537571929
2289,67.26478554,13.58615688,4.528718962
2291,67.24408171,13.63951624,4.546505414
2293,67.2935331,13.66757837,4.555859456
2295,67.35063599,13.6674822,4.555827401
2297,67.34562216,13.62640781,4.542135936
2299,67.28910852,13.59606202,4.532020672
2301,67.27398511,13.61397647,4.537992156
2303,67.33877609,13.59209634,4.530698779
2305,67.31078339,13.56730451,4.522434837
2307,67.2711365,13.55793421,4.519311403
2309,67.2822764,13.57732016,4.525773385
2311,67.28152154,13.54648956,4.51549652
2313,67.21532891,13.52998668,4.509995558
2315,67.22096685,13.62886763,4.542955877
2317,67.25255082,13.59750432,4.532501441
2319,67.25284893,13.58482342,4.528274473
2321,67.28108047,13.58240314,4.527467713
2323,67.3078511,13.57569366,4.525231218
2325,67.30221665,13.61384632,4.537948774
2327,67.31114774,13.62102298,4.540340993
2329,67.30330274,13.60142547,4.533808489
2331,67.3382496,13.57983286,4.526610952
2333,67.3809665,13.57660511,4.525535037
2335,67.29154745,13.63331552,4.544438507
2337,67.27053331,13.67061381,4.55687127
2339,67.35495597,13.67396194,4.557987313
2341,67.32236609,13.6331398,4.544379933
2343,67.28998716,13.60589796,4.535299321
2345,67.26927288,13.60379865,4.534599551
2347,67.27702897,13.6076005,4.535866835
2349,67.28708451,13.64562007,4.548540024
2351,67.28974484,13.68533092,4.561776972
2353,67.36269462,13.63583303,4.545277677
2355,67.33389301,13.57613933,4.525379776
2357,67.33568865,13.59031791,4.530105969
2359,67.28459678,13.63292932,4.544309773
2361,67.2692014,13.63162292,4.543874308
2363,67.27405833,13.59532866,4.53177622
2365,67.3144932,13.66161091,4.553870304
2367,67.25710441,13.6406482,4.546882734
2369,67.30418313,13.62029658,4.54009886
2371,67.31152953,13.54204568,4.514015225
2373,67.29914489,13.54804918,4.516016394
2375,67.2937179,13.53286329,4.510954429
2377,67.31264352,13.50669256,4.502230852
2379,67.31672292,13.54142818,4.513809395
2381,67.3425138,13.55162106,4.517207021
2383,67.33395577,13.57004581,4.523348604
2385,67.38503195,13.57634287,4.525447624
2387,67.33661784,13.62643926,4.54214642
2389,67.28559919,13.63290979,4.544303264
2391,67.20474339,13.63307553,4.544358511
2393,67.21166966,13.60062679,4.533542263
2395,67.27322153,13.58753822,4.529179406
2397,67.28680209,13.57846601,4.526155336
2399,67.30349277,13.64490273,4.548300911
2401,67.25918246,13.61507691,4.538358971
2403,67.26158303,13.56378334,4.521261115
2405,67.24334951,13.51189762,4.503965872
2407,67.24161664,13.48287146,4.494290486
2409,67.22815636,13.53240387,4.510801289
2411,67.20561506,13.45817852,4.486059506
2413,67.22836382,13.51789142,4.505963807
2415,67.22303968,13.52240739,4.50746913
2417,67.23250249,13.53933375,4.51311125
2419,67.29511082,13.48717744,4.495725814
2421,67.2852174,13.52815726,4.509385754
2423,67.27123936,13.51246885,4.504156282
2425,67.19887882,13.56070427,4.520234758
2427,67.19707098,13.51498312,4.504994375
2429,67.20302447,13.53525165,4.511750551
2431,67.22468713,13.52269127,4.507563758
2433,67.20751181,13.46920064,4.489733547
2435,67.20886812,13.49341906,4.497806355
2437,67.17461511,13.53746842,4.512489473
2439,67.13435631,13.56721948,4.522406493
2441,67.12157593,13.58382447,4.527941492
2443,67.18395414,13.56433861,4.521446203
2445,67.17443031,13.56007378,4.520024592
2447,67.19575825,13.54445833,4.514819443
2449,67.20566562,13.59063401,4.530211335
2451,67.21549453,13.61113808,4.537046026
2453,67.22956672,13.54666568,4.515555226
2455,67.20133343,13.53271996,4.510906654
2457,67.15399322,13.58926564,4.529755213
2459,67.22695695,13.51000565,4.503335216
2461,67.18131648,13.50163617,4.500545388
2463,67.17849925,13.5870314,4.529010465
2465,67.17011208,13.58394512,4.527981706
2467,67.15144098,13.55337604,4.517792014
2469,67.20861185,13.51568513,4.505228375
2471,67.16991682,13.49839037,4.499463457
2473,67.20146593,13.51390742,4.504635807
2475,67.16975644,13.47768855,4.49256285
2477,67.1837432,13.47151296,4.49050432
2479,67.17531593,13.43404265,4.478014217
2481,67.18752972,13.53430624,4.511435412
2483,67.19466518,13.54474526,4.514915087
2485,67.2004914,13.46410587,4.48803529
2487,67.17540135,13.46360223,4.487867409
2489,67.15489103,13.54467696,4.514892319
2491,67.17577442,13.57071396,4.523571321
2493,67.10506657,13.53986403,4.51328801
2495,67.1268408,13.48847423,4.496158077
2497,67.16053943,13.49529792,4.49843264
2499,67.07440831,13.52832558,4.509441861
2501,67.13560279,13.48423597,4.494745324
2503,67.18022864,13.44912413,4.483041378
2505,67.1266839,13.48758728,4.495862427
2507,67.0887542,13.45402639,4.484675462
2509,67.08488225,13.49596645,4.498655482
2511,67.06392564,13.51053966,4.503513219
2513,67.09962562,13.49437353,4.498124509
2515,67.06458114,13.58457902,4.528193005
2517,67.11289413,13.61425654,4.538085512
2519,67.08982112,13.50069924,4.500233081
2521,67.12011502,13.52159707,4.507199025
2523,67.13108582,13.45254935,4.484183117
2525,67.10783149,13.53628796,4.512095988
2527,67.06468399,13.57832597,4.526108656
2529,67.07923734,13.57941301,4.526471002
2531,67.08400361,13.51748255,4.505827518
2533,67.11335263,13.58336132,4.527787107
2535,67.14868302,13.54415583,4.514718611
2537,67.1214417,13.4786089,4.492869633
2539,67.13054364,13.47201153,4.490670509
2541,67.09958901,13.52593851,4.508646169
2543,67.06261989,13.46018125,4.486727083
2545,67.07513876,13.49397484,4.497991613
2547,67.03000212,13.49894952,4.499649841
2549,67.04370472,13.4919471,4.4973157
2551,67.05692616,13.54777005,4.515923349
2553,67.09376454,13.5053083,4.501769433
2555,67.08800108,13.48068231,4.49356077
2557,67.09136745,13.46473456,4.488244855
2559,67.17085299,13.39188919,4.463963064
2561,67.12894849,13.37711969,4.459039895
2563,67.12914897,13.47492641,4.491642137
2565,67.15218015,13.46680417,4.488934723
2567,67.15553607,13.45357641,4.484525471
2569,67.12717901,13.49658105,4.498860349
2571,67.12785368,13.42973377,4.476577923
2573,67.13337656,13.41208203,4.470694011
2575,67.15660473,13.42556813,4.475189377
2577,67.14508653,13.4763777,4.4921259
2579,67.11414236,13.5053141,4.501771367
2581,67.1421769,13.43724406,4.479081352
2583,67.15643737,13.46878315,4.489594385
2585,67.09013492,13.43636348,4.478787827
2587,67.1526369,13.4706417,4.4902139
2589,67.15196049,13.47512549,4.491708497
2591,67.21178123,13.43208705,4.477362351
2593,67.17783156,13.46443143,4.488143811
2595,67.21188932,13.40417603,4.468058678
2597,67.23675274,13.42343168,4.474477226
2599,67.22635375,13.39841036,4.466136786
2601,67.19672232,13.43360043,4.47786681
2603,67.20908604,13.39904269,4.466347565
2605,67.25472999,13.36996271,4.456654238
2607,67.24799201,13.38558788,4.461862627
2609,67.32387756,13.40792596,4.469308655
2611,67.31802868,13.42883554,4.476278514
2613,67.22011959,13.4906947,4.496898233
2615,67.2479153,13.50978592,4.503261972
2617,67.26301082,13.47559425,4.49186475
2619,67.34971899,13.44224082,4.480746941
2621,67.23723564,13.52622511,4.508741703
2623,67.22371086,13.50481747,4.501605822
2625,67.25991989,13.47051314,4.490171045
2627,67.26663521,13.48811179,4.496037263
2629,67.24199668,13.5752066,4.525068867
2631,67.2582306,13.6025444,4.534181467
2633,67.36343205,13.59778719,4.53259573
2635,67.29249582,13.51850869,4.506169563
2637,67.22140792,13.53121628,4.510405425
2639,67.30268386,13.53093678,4.510312259
2641,67.31938499,13.53911738,4.513039125
2643,67.27717366,13.54750147,4.515833822
2645,67.32621886,13.52001425,4.506671418
2647,67.38421084,13.53467969,4.511559896
2649,67.37622115,13.48062768,4.493542561
2651,67.4132879,13.47319433,4.491064777
2653,67.41212684,13.48760498,4.495868326
2655,67.39804768,13.54807409,4.516024697
2657,67.39942317,13.54802318,4.516007727
2659,67.39742182,13.56889045,4.522963482
2661,67.37705097,13.50875993,4.502919975
2663,67.39014689,13.51428209,4.504760697
2665,67.36214024,13.54277001,4.51425667
2667,67.4154967,13.55617679,4.518725598
2669,67.44370035,13.57686762,4.52562254
2671,67.4822315,13.56939666,4.52313222
2673,67.50722393,13.59449008,4.531496692
2675,67.49013229,13.58427146,4.528090486
2677,67.47132521,13.57869796,4.526232653
2679,67.5175218,13.58102689,4.527008964
2681,67.52001651,13.6004329,4.533477633
2683,67.50308177,13.60145226,4.533817421
2685,67.53268531,13.60382193,4.53460731
2687,67.54205747,13.587259,4.529086333
2689,67.5594542,13.55935159,4.519783864
2691,67.5918523,13.55851238,4.519504127
2693,67.55881091,13.60132618,4.533775394
2695,67.60854646,13.63342943,4.544476477
2697,67.68009809,13.57879647,4.52626549
2699,67.64648837,13.60092501,4.53364167
2701,67.65053639,13.61515323,4.538384411
2703,67.65107508,13.5981016,4.532700532
2705,67.63651825,13.57078908,4.52359636
2707,67.60629756,13.58772616,4.529242053
2709,67.59697422,13.65041086,4.550136954
2711,67.68181179,13.65599848,4.551999493
2713,67.72093045,13.58479372,4.528264574
2715,67.70126913,13.68744541,4.562481803
2717,67.64173604,13.6969515,4.5656505
2719,67.58146901,13.72287054,4.574290178
2721,67.72170797,13.68382487,4.561274957
2723,67.78293558,13.65820993,4.552736644
2725,67.75100992,13.68162343,4.560541144
2727,67.73922847,13.6480929,4.549364299
2729,67.74584791,13.62558908,4.541863026
2731,67.82337743,13.643136,4.547712002
2733,67.84180098,13.64603749,4.548679164
2735,67.82597325,13.69135308,4.563784359
2737,67.88661162,13.72904472,4.576348241
2739,67.87466455,13.68215225,4.560717415
2741,67.88407681,13.66859807,4.556199356
2743,67.85355802,13.63315496,4.544384987
2745,67.82772705,13.69270135,4.564233785
2747,67.86002927,13.7286487,4.576216234
2749,67.8473256,13.68969951,4.56323317
2751,67.91929389,13.63615531,4.545385105
2753,67.91642959,13.59370137,4.53123379
2755,67.89119484,13.67830452,4.559434841
2757,67.84072708,13.7109578,4.570319268
2759,67.8848369,13.68329482,4.561098272
2761,67.95545585,13.75604829,4.58534943
2763,68.02664138,13.75545262,4.585150874
2765,67.976728,13.75260274,4.584200915
2767,67.99476976,13.75439108,4.584797026
2769,67.98303887,13.79291385,4.59763795
2771,67.90772861,13.82485158,4.60828386
2773,67.90256486,13.81067566,4.603558553
2775,67.9856713,13.848308,4.616102666
2777,68.02511771,13.81451083,4.604836942
2779,68.0842568,13.76769632,4.589232107
2781,68.09083789,13.7367272,4.578909067
2783,68.12038913,13.72609037,4.575363458
2785,68.18747434,13.77041191,4.590137303
2787,68.20021113,13.77500573,4.591668578
2789,68.14115223,13.72937074,4.576456913
2791,68.12950851,13.76079437,4.586931456
2793,68.18496045,13.8014633,4.600487766
2795,68.21456574,13.83082339,4.610274462
2797,68.23001167,13.83969156,4.61323052
2799,68.22964557,13.83160649,4.610535496
2801,68.25022388,13.81858428,4.60619476
2803,68.25942519,13.86697365,4.622324551
2805,68.30403709,13.8462181,4.615406032
2807,68.29288499,13.83671974,4.612239914
2809,68.35135465,13.79369897,4.597899658
2811,68.28741267,13.80871867,4.602906225
2813,68.34624145,13.82052139,4.606840463
2815,68.34277396,13.82288855,4.607629515
2817,68.38893917,13.83067032,4.61022344
2819,68.40669328,13.8069507,4.602316901
2821,68.31370736,13.87994743,4.626649145
2823,68.37671666,13.8714217,4.623807233
2825,68.40840174,13.92990384,4.643301278
2827,68.42797066,13.84785307,4.615951022
2829,68.39776044,13.82767971,4.60922657
2831,68.43275785,13.94223753,4.647412511
2833,68.4595372,13.90599687,4.63533229
2835,68.53669364,13.90983627,4.63661209
2837,68.46353292,13.9477686,4.649256199
2839,68.47855871,13.97788246,4.659294152
2841,68.47280919,14.00078229,4.666927429
2843,68.48996534,14.00328524,4.667761745
2845,68.52447288,13.96838014,4.656126713
2847,68.53998331,13.93125222,4.64375074
2849,68.54881678,13.97691588,4.658971961
2851,68.56773021,13.98769375,4.662564583
2853,68.54953155,13.99585396,4.665284654
2855,68.63971767,13.9733032,4.657767735
2857,68.62704364,13.9770524,4.659017468
2859,68.63492525,13.90530936,4.635103119
2861,68.61488389,13.95072132,4.650240439
2863,68.6120562,13.96971806,4.656572688
2865,68.63806499,13.97839745,4.659465816
2867,68.64845351,13.96295986,4.654319953
2869,68.70868568,13.97889742,4.659632473
2871,68.66893594,13.99239952,4.664133172
2873,68.72913847,13.95101496,4.650338319
2875,68.76267846,14.01758756,4.672529187
2877,68.73005546,14.02408484,4.674694946
2879,68.70759958,14.10305016,4.701016719
2881,68.73775751,14.05971219,4.686570729
2883,68.78719844,14.00929575,4.66976525
2885,68.83122981,14.00390578,4.667968593
2887,68.80982865,14.03346861,4.67782287
2889,68.83405575,14.05218264,4.68406088
2891,68.80223469,14.06259546,4.687531819
2893,68.80923766,14.09378032,4.697926772
2895,68.7912238,14.05462128,4.684873759
2897,68.77014864,14.03755496,4.679184987
2899,68.88944843,14.05431017,4.684770058
2901,68.9159314,14.01618648,4.672062159
2903,68.88586762,14.01930076,4.673100253
2905,68.97998496,14.00140319,4.667134397
2907,68.99391942,13.98791127,4.662637091
2909,68.9789285,14.04044209,4.680147364
2911,68.93555088,14.02356064,4.674520212
2913,68.99324824,13.96790918,4.655969728
2915,68.9529598,14.00461093,4.668203642
2917,68.95196959,14.1006483,4.700216099
2919,68.96404217,14.02895885,4.676319615
2921,68.99444765,14.05566225,4.68522075
2923,68.99241492,14.08198942,4.693996473
2925,68.98703674,14.08256511,4.694188369
2927,68.97223758,14.07831293,4.692770978
2929,68.96446929,14.12662449,4.708874831
2931,69.00803519,14.06097208,4.686990694
2933,69.03855573,14.06212787,4.687375956
2935,69.01588193,14.10814944,4.702716481
2937,69.09604389,14.07718379,4.692394598
2939,69.09971535,14.06019553,4.686731842
2941,69.1383389,14.09462517,4.69820839
2943,69.20608832,14.10984,4.703280001
2945,69.20420552,14.07320519,4.691068395
2947,69.18605742,14.02976232,4.676587441
2949,69.17486173,13.9990365,4.666345498
2951,69.1371081,14.05601463,4.68533821
2953,69.11608176,14.1044441,4.701481365
2955,69.09106493,14.11383379,4.704611265
2957,69.13257718,14.07270723,4.69090241
2959,69.18180368,14.10927849,4.703092829
2961,69.18129986,14.10217245,4.700724151
2963,69.1997914,14.0986955,4.699565166
2965,69.21276877,14.03445354,4.678151179
2967,69.19484382,14.01128473,4.670428245
2969,69.29185509,13.99145283,4.66381761
2971,69.30434956,14.00223663,4.66741221
2973,69.29322012,14.00771808,4.669239361
2975,69.22246345,14.11527322,4.705091075
2977,69.20777586,14.12381451,4.70793817
2979,69.2259658,14.11532427,4.70510809
2981,69.23764962,14.08078993,4.693596644
2983,69.2664739,14.05849671,4.68616557
2985,69.26576262,14.10903167,4.703010556
2987,69.28831961,14.11346734,4.704489112
2989,69.32158241,14.10631524,4.702105081
2991,69.33008639,14.08904232,4.696347441
2993,69.34974421,14.06366477,4.687888256
2995,69.37828084,14.0381846,4.679394866
2997,69.36605658,14.0052916,4.668430534
2999,69.35432744,14.10638784,4.702129279
3001,69.31597585,14.1240547,4.708018234
3003,69.33146536,14.11177859,4.703926197
3005,69.33297858,14.12146486,4.707154955
3007,69.33920228,14.11773171,4.705910571
3009,69.38605087,14.09642801,4.698809337
3011,69.40948127,14.04518755,4.681729183
3013,69.41910622,14.06703904,4.689013012
3015,69.48678067,14.07609792,4.692032639
3017,69.48672314,14.05249254,4.684164182
3019,69.50999316,13.99113249,4.66371083
3021,69.50527395,13.98919135,4.663063785
3023,69.49980686,14.01492478,4.671641595
3025,69.47425482,14.05492905,4.68497635
3027,69.50984846,14.07267381,4.690891269
3029,69.48362873,14.02359674,4.674532246
3031,69.57048159,14.0528974,4.684299135
3033,69.54657526,14.11083723,4.703612409
3035,69.53116245,14.0549291,4.684976367
3037,69.52327213,14.09382616,4.697942055
3039,69.55270831,14.124935,4.708311668
3041,69.52125858,14.12261101,4.707537003
3043,69.52699937,14.1833701,4.727790034
3045,69.58731522,14.11639784,4.705465946
3047,69.60480085,14.03340955,4.677803183
3049,69.5988404,14.04716199,4.68238733
3051,69.52318496,14.05930005,4.686433351
3053,69.54055728,14.08404748,4.694682493
3055,69.61475354,14.08483529,4.694945096
3057,69.63653301,14.02218095,4.674060316
3059,69.62049434,14.02095581,4.673651938
3061,69.65439346,14.00035929,4.666786429
3063,69.63028839,14.08888655,4.696295516
3065,69.58176793,14.04860551,4.682868503
3067,69.63588449,14.01946414,4.673154715
3069,69.68959659,13.98432804,4.661442679
3071,69.71102041,14.06624446,4.688748153
3073,69.70551148,14.01589078,4.671963594
3075,69.70084632,14.05940725,4.686469083
3077,69.69201982,14.02332961,4.674443202
3079,69.70296795,14.07889432,4.692964774
3081,69.70711011,14.05498066,4.684993553
3083,69.71402417,14.00228292,4.667427641
3085,69.74734276,13.98374915,4.661249716
3087,69.73237799,14.05552514,4.685175046
3089,69.74452205,14.06146205,4.687154017
3091,69.71968652,14.09439546,4.698131821
3093,69.67355095,14.08183846,4.693946152
3095,69.66296194,14.07250161,4.690833869
3097,69.62449355,14.0570218,4.685673934
3099,69.65321671,14.07952027,4.693173422
3101,69.70135886,14.04866908,4.682889694
3103,69.76332738,14.06347762,4.687825872
3105,69.81530487,14.03610962,4.678703207
3107,69.87015711,14.07755895,4.69251965
3109,69.83661886,14.02642298,4.675474327
3111,69.8596605,14.06327088,4.687756959
3113,69.88158466,14.0062341,4.668744699
3115,69.88229245,13.99967605,4.666558684
3117,69.82970829,14.0441266,4.681375533
3119,69.80869589,14.02366824,4.674556081
3121,69.86353593,14.02230652,4.674102174
3123,69.83429674,13.9856923,4.661897433
3125,69.79063321,13.98376926,4.661256421
3127,69.74168739,13.97269287,4.657564291
3129,69.78135868,14.03647353,4.678824509
3131,69.82681435,13.9917852,4.6639284
3133,69.85944955,14.0363462,4.678782067
3135,69.88580875,14.02146328,4.673821095
3137,69.87951881,14.08791261,4.69597087
3139,69.89559757,14.02479616,4.674932052
3141,69.91378577,13.95488662,4.651628874
3143,69.87276688,13.98602323,4.662007742
3145,69.8266191,14.01808083,4.67269361
3147,69.88015687,14.062124,4.687374668
3149,69.86470396,14.01356785,4.671189282
3151,69.90928274,14.06465085,4.688216951
3153,69.90647074,14.026259,4.675419668
3155,69.94540635,13.9811227,4.660374234
3157,69.88585234,14.01164597,4.670548656
3159,69.87283138,14.01134271,4.670447568
3161,69.93248302,14.02199136,4.673997121
3163,69.90116055,14.01709295,4.672364317
3165,69.91391129,14.02064411,4.673548038
3167,69.94763781,14.04969477,4.683231589
3169,69.91445172,14.04167752,4.680559172
3171,69.90691878,14.08660812,4.695536041
3173,69.96329469,14.05218683,4.684062277
3175,69.93333202,14.02213836,4.674046121
3177,69.96842183,14.02301732,4.674339108
3179,69.94172791,14.04222502,4.680741675
3181,69.95440195,14.0493043,4.683101434
3183,69.94581603,14.08692428,4.695641425
3185,69.94856352,14.02602273,4.675340911
3187,69.97536727,14.03353938,4.67784646
3189,70.0097859,14.03912537,4.679708456
3191,69.98544374,14.02577283,4.675257611
3193,69.99671265,14.03737879,4.679126262
3195,70.11088006,14.01309218,4.671030727
3197,70.0816984,13.98975743,4.663252478
3199,69.9831408,14.01004859,4.670016195
3201,69.96467541,13.98234854,4.660782846
3203,70.03106677,13.94974664,4.649915546
3205,70.02452753,13.9610211,4.653673699
3207,70.0051312,13.96604337,4.65534779
3209,69.98856954,13.95472847,4.651576158
3211,70.0336748,13.9899789,4.6633263
3213,70.01311741,14.01099151,4.670330503
3215,69.95925016,14.04337255,4.681124184
3217,70.01218473,14.05366062,4.684553539
3219,70.03325291,14.06487072,4.688290238
3221,70.06644249,13.96373673,4.654578909
3223,70.10338024,13.96048234,4.653494112
3225,70.10033987,13.98954504,4.66318168
3227,70.06188019,13.99177739,4.663925798
3229,70.04281161,14.03067156,4.676890521
3231,70.058465,13.96801457,4.656004856
3233,70.12997479,13.93070031,4.643566771
3235,70.14121406,13.98059714,4.660199047
3237,70.11581195,13.94905378,4.649684594
3239,70.09889464,13.95810755,4.652702517
3241,70.04078237,13.97818453,4.659394842
3243,70.0391541,13.99298312,4.664327708
3245,70.09870811,13.9767937,4.658931234
3247,70.07501795,14.01188942,4.670629808
3249,70.10745615,14.02195467,4.673984891
3251,70.05260914,13.93705743,4.645685809
3253,70.06484909,13.99168078,4.663893592
3255,70.05225002,13.98019884,4.660066279
3257,70.06558303,13.96344152,4.654480505
3259,70.10569887,13.94402985,4.648009949
3261,70.11698521,13.94823532,4.649411773
3263,70.07837735,13.90069529,4.633565097
3265,70.13560576,13.92198106,4.640660353
3267,70.16669288,14.00807775,4.669359251
3269,70.07691121,13.91553727,4.638512425
3271,70.09440905,13.89583862,4.631946207
3273,70.17619579,13.89207109,4.630690363
3275,70.21167262,13.92847616,4.642825387
3277,70.15775306,13.89621338,4.632071128
3279,70.18281697,13.86914575,4.623048583
3281,70.19605758,13.9089056,4.636301868
3283,70.12401608,13.90857336,4.636191121
3285,70.12677403,13.91040244,4.636800814
3287,70.11609088,13.9054942,4.635164734
3289,70.12056951,13.90876506,4.63625502
3291,70.17381439,13.9346649,4.644888298
3293,70.18166811,13.95631873,4.652106243
3295,70.17251038,13.95328431,4.651094769
3297,70.15568198,13.99511434,4.665038113
3299,70.16467584,13.92529697,4.641765655
3301,70.15414959,13.91215858,4.637386194
3303,70.12953547,13.88434682,4.628115608
3305,70.10570933,13.89176172,4.630587238
3307,70.09933048,13.94207384,4.647357947
3309,70.14762081,13.94715567,4.649051891
3311,70.14602392,13.99090976,4.663636587
3313,70.15407812,13.96693208,4.655644025
3315,70.21067892,13.94368625,4.647895417
3317,70.18088884,13.94766761,4.649222537
3319,70.16378325,13.88636722,4.628789073
3321,70.12350702,13.88361635,4.627872118
3323,70.11675335,13.92665511,4.642218369
3325,70.17753467,13.93687842,4.64562614
3327,70.17242321,14.0018958,4.667298599
3329,70.1560446,13.96604075,4.655346917
3331,70.18478519,13.87508518,4.625028393
3333,70.18515129,13.89146249,4.630487497
3335,70.1779583,13.88184785,4.627282615
3337,70.16460611,13.90076256,4.633587519
3339,70.19462108,13.90538382,4.635127941
3341,70.24940707,13.81279376,4.604264588
3343,70.24619585,13.77046534,4.590155115
3345,70.20658034,13.8368101,4.612270033
3347,70.19430902,13.89300843,4.63100281
3349,70.16570092,13.84573132,4.615243775
3351,70.14181028,13.87582326,4.625274421
3353,70.20374917,13.86558994,4.621863312
3355,70.2806755,13.92398412,4.64132804
3357,70.23587009,13.96990688,4.656635627
3359,70.16864018,13.95420475,4.651401583
3361,70.18470674,13.94265869,4.647552897
3363,70.18204641,13.87358772,4.62452924
3365,70.20924939,13.83098244,4.610327481
3367,70.20318084,13.83791596,4.612638654
3369,70.16375536,13.88340211,4.627800704
3371,70.13605554,13.86323509,4.621078363
3373,70.1869539,13.85172615,4.617242049
3375,70.23020948,13.81782738,4.605942459
3377,70.24312758,13.80810412,4.602701374
3379,70.20952658,13.81938492,4.606461639
3381,70.13049779,13.82150129,4.607167096
3383,70.17244588,13.84740987,4.61580329
3385,70.15343657,13.88855157,4.62951719
3387,70.18934924,13.81969723,4.606565742
3389,70.22099597,13.84336091,4.614453637
3391,70.17400442,13.9049484,4.634982802
3393,70.23007699,13.88341171,4.627803902
3395,70.19351406,13.89214453,4.630714843
3397,70.18678654,13.89656069,4.632186896
3399,70.1775922,13.9226159,4.640871966
3401,70.21355716,13.85112376,4.617041253
3403,70.27046479,13.82239662,4.60746554
3405,70.2922582,13.81887986,4.606293288
3407,70.25341151,13.83887158,4.612957193
3409,70.25262701,13.85280874,4.617602914
3411,70.26168188,13.84389161,4.614630536
3413,70.30694927,13.84089308,4.613631027
3415,70.27881013,13.81778553,4.605928511
3417,70.24401843,13.8592511,4.619750366
3419,70.25320928,13.83002144,4.610007145
3421,70.24086125,13.82114316,4.607047719
3423,70.1844435,13.8330644,4.611021468
3425,70.23254032,13.79047798,4.596825994
3427,70.25289548,13.79305912,4.597686374
3429,70.26098106,13.81340449,4.604468162
3431,70.28018911,13.87684186,4.625613954
3433,70.28235258,13.89763046,4.632543487
3435,70.30756293,13.89524779,4.631749264
3437,70.27734922,13.84708211,4.615694036
3439,70.27198149,13.85749082,4.619163605
3441,70.35553597,13.80527485,4.601758284
3443,70.34648633,13.85856095,4.619520317
3445,70.28835314,13.86592625,4.621975418
3447,70.30009972,13.87599997,4.625333322
3449,70.33292843,13.89888581,4.632961936
3451,70.38010128,13.92250969,4.640836564
3453,70.36657127,13.86895302,4.622984339
3455,70.33956181,13.82778429,4.609261429
3457,70.3705914,13.8590718,4.6196906
3459,70.36619646,13.84649831,4.615499436
3461,70.3216508,13.85599881,4.618666272
3463,70.35880821,13.79581754,4.598605847
3465,70.38910037,13.82856475,4.609521582
3467,70.38683752,13.87161795,4.623872649
3469,70.38445439,13.85399918,4.617999726
3471,70.44513285,13.89268055,4.630893516
3473,70.40418369,13.86223722,4.62074574
3475,70.35846652,13.8666971,4.622232367
3477,70.35586721,13.91227389,4.637424631
3479,70.4042203,13.89437202,4.631457341
3481,70.40179532,13.8734233,4.624474434
3483,70.40649012,13.89103845,4.63034615
3485,70.39122724,13.80192549,4.600641829
3487,70.46967375,13.82697265,4.608990883
3489,70.46905661,13.83088313,4.610294377
3491,70.49076111,13.83319877,4.611066257
3493,70.49532341,13.85771209,4.619237364
3495,70.4779511,13.8266464,4.608882133
3497,70.44019398,13.82406586,4.608021954
3499,70.43697928,13.85186625,4.617288751
3501,70.42767162,13.79260337,4.597534457
3503,70.43139364,13.77858271,4.592860903
3505,70.42407164,13.8407813,4.613593765
3507,70.48256396,13.84563347,4.615211157
3509,70.52189007,13.82391036,4.60797012
3511,70.45988145,13.80255339,4.600851131
3513,70.47715788,13.8020042,4.600668067
3515,70.49208953,13.82840493,4.609468309
3517,70.46584713,13.81913437,4.606378122
3519,70.48202701,13.846486,4.615495332
3521,70.59929058,13.81011531,4.603371768
3523,70.59277923,13.81281173,4.604270577
3525,70.4818736,13.84684412,4.615614707
3527,70.46033297,13.89423373,4.631411243
3529,70.5071066,13.86558175,4.621860584
3531,70.56203032,13.94411161,4.648037204
3533,70.60543409,13.93362145,4.644540485
