"time","mean","sd","se"
1,0.13615156298603,0.0844394063524624,0.0344722432911762
2,0.133111929604641,0.124254461379236,0.0507266714405813
3,0.138603007334303,0.0984221762836705,0.0401806852115415
4,0.138492173952927,0.0687202158184105,0.0280549106281738
5,0.147074762793722,0.0639091643214646,0.026090807079212
6,0.135853084967944,0.0467579571150576,0.0190888560578049
7,0.135277362697686,0.0804351989464736,0.0328375324630186
8,0.125194662649585,0.0934021557543241,0.0381312704123423
9,0.0517011181571813,0.111044640109843,0.0453337844900184
10,0.0218141514423878,0.0553247746291404,0.0225862446626451
11,0.0348829180609649,0.0542183890056249,0.0221345646232511
12,0.118126662457422,0.0669531367311694,0.0273335036116932
13,0.170594762409348,0.0602238516629611,0.0245862844865532
14,0.121717084583527,0.0595642190421256,0.0243169905967629
15,0.0362061623131844,0.0527288995638292,0.021526483104974
16,0.0468575067095742,0.0684788491070356,0.0279563730808801
17,0.00920689555041485,0.0386602572952595,0.0157829839496828
18,-0.0122888267199074,0.0421796919434267,0.0172197871281963
19,0.0157261176765719,0.054516579070423,0.0222563002074382
20,0.014406573184064,0.044230185905096,0.0180568977826543
21,0.0403295175804558,0.0341832059996796,0.0139552354119433
22,0.0421944619767834,0.0482386734198064,0.0196933559578806
23,0.0497775397065281,0.0686600078534935,0.0280303308294241
24,0.0090354174362402,0.0495981270927059,0.0202483505958066
25,-0.00964772705620678,0.0654364342807048,0.0267143124291487
26,-0.0312829159931392,0.0619857711911784,0.0253055851218828
27,-0.025326949374586,0.0484657178796255,0.019786046470461
28,-0.0596303605337356,0.0565913207865611,0.0231033099662057
29,-0.0518845716928994,0.0759374840739486,0.0310013480553163
30,-0.0560166939632233,0.0537119250359391,0.0219278015734453
31,-0.0650766384557428,0.0581061850417137,0.0237217507086565
32,-0.0369919607259725,0.0635088842165465,0.0259273934106725
33,-0.0173217718852248,0.0580210344496618,0.0236869881250193
34,-0.0719640719332502,0.0626110168759079,0.0255608406037935
35,-0.0724003275367915,0.0889907255917499,0.0363303115899706
36,-0.0197927609182274,0.0871015532230464,0.0355590602000559
37,-0.0342454165218719,0.090690760127475,0.03702434778291
38,-0.011274516569905,0.0950264518032793,0.0387943864975354
39,0.00481602782657018,0.0593031234501256,0.0242103987676812
40,-0.00959013888824707,0.0399101965313169,0.0162932695059869
41,-0.0149309722695995,0.0264222679339325,0.0107868457142061
42,-0.043214072317608,0.0497461987873721,0.0203088006120202
43,-0.0298663723657289,0.0641643104354938,0.026194970044083
44,-0.0204469835249187,0.0636771738202871,0.0259960973537025
45,-0.00472835023953285,0.125098170323458,0.0510711141747089
46,-0.024085583621017,0.107579237978806,0.0439190399942528
47,-0.0181528614468467,0.0895846883572464,0.0365727958735838
48,-0.00782693927269662,0.12060845888094,0.049238197153625
49,-0.0126331504317877,0.108442449140151,0.0442714444751813
50,0.000435616186798843,0.0924519217534021,0.0377433390059253
51,0.0050898939165157,0.0618817870771032,0.0252631337850761
52,0.00579261609061385,0.0732030687199996,0.0298850276616485
53,0.0468709382648668,0.039911003326289,0.016293598878655
54,0.0666108604389787,0.114898565824201,0.0469071430744798
55,0.0447897159464704,0.113126685173931,0.0461837758281009
56,0.0594855936762452,0.081742824704917,0.0333713684434696
57,0.111093649183792,0.0384789195891951,0.0157089531411853
58,0.0394364158022473,0.071884432240308,0.0293466965730712
59,-0.0549306398013414,0.085800235800105,0.0350277995867892
60,-0.0732883620715181,0.0665865819793971,0.0271838582609208
61,-0.10210608434184,0.0320435769674431,0.0130817355173059
62,-0.086503673278814,0.0687877715799431,0.0280824901523305
63,-0.0860798844380204,0.0666959486948967,0.0272285070355571
64,-0.0515797400415431,0.0542769039246297,0.0221584532389014
65,-0.110894173422987,0.117208103156287,0.0478500077420662
66,-0.132017984582162,0.0811856418526788,0.0331438994965676
67,-0.123063484630216,0.0901704266176157,0.0368119225170388
68,-0.0850999180115203,0.117333849061071,0.0479013432927273
69,-0.0425571958374335,0.105568120076984,0.0430980045489125
70,-0.0578001625521662,0.126505572582465,0.0516456837409436
71,-0.0775293070446106,0.108153063710168,0.0441533033681053
72,-0.0576266737593659,0.108505376817708,0.0442971345919665
73,-0.0539486626963286,0.108457296414932,0.0442775058497284
74,-0.0260266960777657,0.114902072782692,0.0469085747842884
75,-0.0501025516813394,0.117113844600082,0.047811526847634
76,-0.0951913850626949,0.0987783913188345,0.0403261093906847
77,-0.0929080406662715,0.096353851510125,0.0393362951586175
78,-0.0785608296032884,0.124208574250983,0.0507079380989178
79,-0.0659569518735469,0.102492846665547,0.0418425294359845
80,-0.0906836519216551,0.0776845500780643,0.0317145847648241
81,-0.104717907525196,0.115035837536663,0.0469631840164215
82,-0.0878370520177393,0.149907452564301,0.0611994612371684
83,-0.0711653965102922,0.127283211603969,0.0519631535420704
84,-0.0444521410027357,0.0615545038384258,0.0251295209623886
85,-0.0599972854952089,0.0662046661224542,0.0270279417652228
86,-0.0658262522099501,0.0793215216551311,0.0323828756126995
87,-0.09482993003577,0.07384881095249,0.0301486508241431
88,-0.0782512523060774,0.0958773978297597,0.0391417837581231
89,-0.0277356856874552,0.104489297718518,0.0426575771653546
90,-0.0839586079577585,0.0911384951815236,0.037207134853306
91,-0.116100285783603,0.0823704041941459,0.0336275766970775
92,-0.10382183027611,0.056822132964479,0.0231975386432589
93,-0.0555377303241324,0.0356425754860484,0.0145510205099084
94,-0.0484892748166324,0.042169229193934,0.0172155157286024
95,-0.0664518415313638,0.0557467446033658,0.0227585131832497
96,-0.0747447193572159,0.0470423202378188,0.0192049468165431
97,-0.0419879082941791,0.0590169214869638,0.024093557305493
98,-0.0678070972311183,0.0398825271829404,0.016281973541814
99,-0.0567359529290025,0.0961019112190549,0.0392334409654891
100,-0.0504764086269562,0.0842036816253812,0.0343760090743253
101,-0.0706225532136898,0.0681500230200945,0.0278221303930265
102,-0.0699881644671539,0.0720868880478304,0.0294293488103867
103,-0.0819290201650383,0.111609090035396,0.0455642202071779
104,-0.0930795647518903,0.0904822250670124,0.0369392137009743
105,-0.0909110426720271,0.0697349761630883,0.0284691848041191
106,-0.120447942814485,0.0350132766934638,0.0142941103536448
107,-0.109446531845568,0.0338930763433985,0.0138367904757537
108,-0.107129266765828,0.071499287938393,0.0291894620702324
109,-0.122896179463824,0.0586717500647949,0.0239526416624755
110,-0.0480562477173692,0.0808496300498183,0.0330067232524741
111,0.0176021284735214,0.0958587371946983,0.0391341655857603
112,0.0113421935533434,0.106334173026176,0.0434107443558249
113,-0.0113283191446141,0.124544482523426,0.0508450720768953
114,-0.00505949850927968,0.102569349914657,0.0418737617566487
115,0.0253138110149582,0.0393616558153745,0.0160693286964536
116,0.0353469223373054,0.0893113037424092,0.0364611870719374
117,0.0325026114375309,0.11191263913814,0.0456881436094448
118,0.0673375449821114,0.110423565852047,0.0450802319860222
119,0.0254890563045401,0.118441828955225,0.0483536741903838
120,0.0174147454046023,0.12811762742019,0.0523038023725785
121,0.0703571011714752,0.144356580815628,0.0589333273351888
122,0.0634915013827388,0.114383258608394,0.0466967697845627
123,0.0532787015940163,0.118181009491954,0.0482471950903839
124,0.00987283513858328,0.0880221619050795,0.0359348971206821
125,0.037804168683171,0.109347574628209,0.0446409604083362
126,0.04509443556114,0.101363086640476,0.0413813068371149
127,0.0262579468834811,0.0950000152785808,0.0387835938315215
128,0.0506449416705397,0.108250339022858,0.0441930158482153
129,0.0042990920130453,0.0750306355206156,0.0306311286837085
130,-0.0121776465333629,0.0422839567800902,0.0172623530695197
131,-0.0203526194833192,0.046193446165365,0.0188583954276447
132,0.0347437853444474,0.077794046394693,0.0317592864488999
133,0.00720619017232207,0.0897976563618278,0.0366597396973776
134,-0.0215401161109811,0.129444216629918,0.0528453801495982
135,0.0073830442723598,0.0729811460644411,0.0297944281169016
136,-0.0186436620108746,0.0535470157421621,0.0218604776361792
137,-0.0340941460719629,0.0494222920980258,0.0201765662598247
138,0.00693936986692981,0.0630752127860752,0.0257503477905596
139,-0.0235735141941304,0.124681083767961,0.0509008393014519
140,-0.0443702204773591,0.153811400748672,0.0627932414094974
141,-0.0230015045383997,0.0760478550024735,0.0310464067982035
142,-0.00939643304403378,0.0690442606499482,0.0281872013766827
143,-0.019872605993949,0.0838387069452702,0.0342270087851074
