"time","mean","sd","se"
1,63.0030121109867,13.2309711700075,5.40152136133222
2,63.0040152547423,13.2314057149057,5.40169876354403
3,63.0050183984979,13.2318402663353,5.40187616842231
4,63.0060215422535,13.2322748242957,5.40205357596675
5,63.0070246860092,13.2327093887863,5.40223098617712
6,63.0080278297648,13.2331439598063,5.40240839905314
7,63.0090309735204,13.2335785373552,5.40258581459455
8,63.010034117276,13.2340131214324,5.4027632328011
9,63.0110372610317,13.234447712037,5.4029406536725
10,63.0120404047873,13.2348823091686,5.40311807720852
11,63.0130435485429,13.2353169128265,5.40329550340887
12,63.0140466922986,13.23575152301,5.4034729322733
13,63.0150498360542,13.2361861397185,5.40365036380156
14,63.0160529798098,13.2366207629514,5.40382779799336
15,63.0170561235654,13.2370553927079,5.40400523484846
16,63.018059267321,13.2374900289875,5.4041826743666
17,63.0190624110767,13.2379246717896,5.40436011654749
18,63.0200655548323,13.2383593211134,5.4045375613909
19,63.021068698588,13.2387939769584,5.40471500889654
20,63.0220718423435,13.2392286393238,5.40489245906416
21,63.0230749860992,13.2396633082091,5.40506991189352
22,63.0240781298548,13.2400979836136,5.40524736738431
23,63.0250812736105,13.2405326655368,5.40542482553632
24,63.0260844173661,13.2409673539777,5.40560228634923
25,63.0270875611217,13.241402048936,5.40577974982283
26,63.0280907048773,13.241836750411,5.40595721595685
27,63.0290938486329,13.2422714584019,5.406134684751
28,63.0300969923886,13.2427061729082,5.40631215620503
29,63.0311001361442,13.2431408939292,5.40648963031869
30,63.0321032798998,13.2435756214644,5.40666710709171
31,63.0331064236554,13.2440103555129,5.40684458652384
32,63.0341095674111,13.2444450960742,5.4070220686148
33,63.0351127111667,13.2448798431477,5.40719955336432
34,63.0361158549223,13.2453145967327,5.40737704077216
35,63.037118998678,13.2457493568285,5.40755453083807
36,63.0381221424336,13.2461841234347,5.40773202356176
37,63.0391252861892,13.2466188965503,5.40790951894295
38,63.0401284299448,13.2470536761749,5.40808701698144
39,63.0411315737005,13.2474884623078,5.40826451767692
40,63.0421347174561,13.2479232549484,5.40844202102916
41,63.0431378612117,13.2483580540961,5.40861952703788
42,63.0441410049674,13.24879285975,5.40879703570279
43,63.045144148723,13.2492276719098,5.40897454702369
44,63.0461472924786,13.2496624905746,5.40915206100026
45,63.0471504362342,13.250097315744,5.4093295776323
46,63.0481535799898,13.2505321474171,5.40950709691949
47,63.0491567237455,13.2509669855934,5.40968461886159
48,63.0501598675011,13.2514018302723,5.40986214345835
49,63.0511630112567,13.251836681453,5.4100396707095
50,63.0521661550124,13.252271539135,5.41021720061478
51,63.053169298768,13.2527064033177,5.41039473317392
52,63.0541724425236,13.2531412740003,5.41057226838667
53,63.0551755862792,13.2535761511822,5.41074980625277
54,63.0561787300349,13.2540110348629,5.41092734677195
55,63.0571818737905,13.2544459250416,5.41110488994395
56,63.0581850175461,13.2548808217178,5.41128243576852
57,63.0591881613017,13.2553157248907,5.41145998424538
58,63.0601913050574,13.2557506345598,5.4116375353743
59,63.061194448813,13.2561855507243,5.41181508915496
60,63.0621975925686,13.2566204733838,5.41199264558717
61,63.0632007363242,13.2570554025374,5.41217020467063
62,63.0642038800799,13.2574903381847,5.41234776640508
63,63.0652070238355,13.2579252803249,5.41252533079028
64,63.0662101675911,13.2583602289574,5.41270289782592
65,63.0672133113467,13.2587951840816,5.4128804675118
66,63.0682164551024,13.2592301456968,5.41305803984764
67,63.069219598858,13.2596651138024,5.41323561483315
68,63.0702227426136,13.2601000883977,5.41341319246809
69,63.0712258863693,13.2605350694822,5.41359077275221
70,63.0722290301249,13.2609700570552,5.41376835568524
71,63.0732321738805,13.261405051116,5.41394594126693
72,63.0742353176361,13.2618400516639,5.41412352949697
73,63.0752384613917,13.2622750586984,5.41430112037517
74,63.0762416051474,13.2627100722189,5.41447871390122
75,63.077244748903,13.2631450922247,5.4146563100749
76,63.0782478926586,13.2635801187151,5.4148339088959
77,63.0792510364143,13.2640151516894,5.41501151036399
78,63.0802541801699,13.2644501911472,5.41518911447892
79,63.0812573239256,13.2648852370877,5.4153667212404
80,63.0822604676812,13.2653202895103,5.41554433064819
81,63.0832636114368,13.2657553484144,5.41572194270202
82,63.0842667551924,13.2661904137992,5.41589955740163
83,63.085269898948,13.2666254856643,5.41607717474677
84,63.0862730427037,13.2670605640089,5.41625479473717
85,63.0872761864593,13.2674956488324,5.41643241737257
86,63.0882793302149,13.2679307401342,5.41661004265272
87,63.0892824739705,13.2683658379136,5.41678767057734
88,63.0902856177262,13.26880094217,5.4169653011462
89,63.0912887614818,13.2692360529028,5.41714293435902
90,63.0922919052374,13.2696711701112,5.41732057021551
