time,dp,temp
3677.00,10.877913,28.50162
3678.00,10.877937,28.50182
3679.00,10.877846,28.50160
3680.00,10.877919,28.50098
3681.00,10.877764,28.50180
3682.00,10.877913,28.50286
3683.00,10.878501,28.50237
3684.00,10.878758,28.50268
3685.00,10.878934,28.50271
3686.00,10.878853,28.50247
3687.00,10.878186,28.50102
3688.00,10.878392,28.50132
3689.00,10.878066,28.50160
3690.00,10.878101,28.50139
3691.00,10.877813,28.50176
3692.00,10.877984,28.50108
3693.00,10.877844,28.50117
3694.00,10.878294,28.50209
3695.00,10.878635,28.50159
3696.00,10.878408,28.50174
3697.00,10.878362,28.50110
3698.00,10.878680,28.50184
3699.00,10.877889,28.50167
3700.00,10.877384,28.50185
3701.00,10.877896,28.50229
3702.00,10.877642,28.50187
3703.00,10.877667,28.50205
3704.00,10.877188,28.50223
3705.00,10.877200,28.50284
3706.00,10.877613,28.50230
3707.00,10.877150,28.50253
3708.00,10.877049,28.50167
3709.00,10.877330,28.50211
3710.00,10.878329,28.50224
3711.00,10.877513,28.50325
3712.00,10.877091,28.50162
3713.00,10.877495,28.50161
3714.00,10.877604,28.50245
3715.00,10.877917,28.50247
3716.00,10.877802,28.50245
3717.00,10.876644,28.50196
3718.00,10.876869,28.50289
3719.00,10.877290,28.50184
3720.00,10.876967,28.50192
3721.00,10.877179,28.50120
3722.00,10.877842,28.50139
3723.00,10.878154,28.50215
3724.00,10.877193,28.50224
3725.00,10.876621,28.50123
3726.00,10.877204,28.50232
3727.00,10.878158,28.50090
3728.00,10.877687,28.50176
3729.00,10.877281,28.50096
3730.00,10.877051,28.50086
3731.00,10.876782,28.50097
3732.00,10.877411,28.50080
3733.00,10.877550,28.50097
3734.00,10.877530,28.50162
3735.00,10.878119,28.50140
3736.00,10.877452,28.50137
3737.00,10.876821,28.50132
3738.00,10.877904,28.50063
3739.00,10.877545,28.50113
3740.00,10.876375,28.50057
3741.00,10.876661,28.50096
3742.00,10.876965,28.50107
3743.00,10.877329,28.50214
3744.00,10.877414,28.50196
3745.00,10.876930,28.50198
3746.00,10.876812,28.50111
3747.00,10.877230,28.50003
3748.00,10.877129,28.50089
3749.00,10.876748,28.50127
3750.00,10.877402,28.50083
3751.00,10.878348,28.50147
3752.00,10.878780,28.50195
3753.00,10.879388,28.50142
3754.00,10.879495,28.50264
3755.00,10.879126,28.50189
3756.00,10.878857,28.50205
3757.00,10.878087,28.50094
3758.00,10.877769,28.50135
3759.00,10.877470,28.50149
3760.00,10.876617,28.50201
3761.00,10.876751,28.50196
3762.00,10.877407,28.50101
3763.00,10.877170,28.50199
3764.00,10.877248,28.50263
3765.00,10.877590,28.50215
3766.00,10.877440,28.50311
3767.00,10.876737,28.50197
3768.00,10.876832,28.50210
3769.00,10.877197,28.50108
3770.00,10.876856,28.50117
3771.00,10.877424,28.50158
3772.00,10.878302,28.50271
3773.00,10.878518,28.50200
3774.00,10.878876,28.50193
3775.00,10.878397,28.50149
3776.00,10.878579,28.50123
3777.00,10.878508,28.50165
3778.00,10.878512,28.50195
3779.00,10.878534,28.50241
3780.00,10.878943,28.50253
3781.00,10.878619,28.50203
3782.00,10.877587,28.50185
3783.00,10.877369,28.50259
3784.00,10.877243,28.50233
3785.00,10.877376,28.50240
3786.00,10.877364,28.50263
3787.00,10.878034,28.50144
3788.00,10.878114,28.50204
3789.00,10.878021,28.50088
3790.00,10.877680,28.50115
3791.00,10.877904,28.50172
3792.00,10.878505,28.50160
3793.00,10.879089,28.50152
3794.00,10.878377,28.50254
3795.00,10.877659,28.50146
3796.00,10.877568,28.50135
3797.00,10.877114,28.50131
3798.00,10.877153,28.50182
3799.00,10.876895,28.50199
3800.00,10.876506,28.50182
3801.00,10.877412,28.50093
3802.00,10.877914,28.50039
3803.00,10.878013,28.50165
3804.00,10.878275,28.50099
3805.00,10.878704,28.50202
3806.00,10.878863,28.50261
3807.00,10.878115,28.50237
3808.00,10.877109,28.50147
3809.00,10.877143,28.50245
3810.00,10.877992,28.50220
3811.00,10.878578,28.50259
3812.00,10.879164,28.50238
3813.00,10.878817,28.50184
3814.00,10.878337,28.50209
3815.00,10.878283,28.50262
3816.00,10.879016,28.50177
3817.00,10.878867,28.50211
3818.00,10.879146,28.50300
3819.00,10.878912,28.50177
3820.00,10.879569,28.50156
3821.00,10.879589,28.50268
3822.00,10.879210,28.50203
3823.00,10.878764,28.50126
3824.00,10.878906,28.50194
3825.00,10.878509,28.50259
3826.00,10.878744,28.50186
3827.00,10.878400,28.50185
3828.00,10.877239,28.50207
3829.00,10.876817,28.50202
3830.00,10.877559,28.50233
3831.00,10.877451,28.50237
3832.00,10.877231,28.50224
3833.00,10.877374,28.50180
3834.00,10.877545,28.50196
3835.00,10.878011,28.50215
3836.00,10.878771,28.50287
3837.00,10.878549,28.50253
3838.00,10.877967,28.50277
3839.00,10.877875,28.50177
3840.00,10.878242,28.50189
3841.00,10.877731,28.50274
3842.00,10.877197,28.50184
3843.00,10.877835,28.50132
3844.00,10.878377,28.50258
3845.00,10.878338,28.50274
3846.00,10.878701,28.50207
3847.00,10.877859,28.50253
3848.00,10.877312,28.50129
3849.00,10.877988,28.50119
3850.00,10.877387,28.50174
3851.00,10.877206,28.50092
3852.00,10.877998,28.50071
3853.00,10.877997,28.50144
3854.00,10.877670,28.50216
3855.00,10.877586,28.50179
3856.00,10.878110,28.50158
3857.00,10.878151,28.50141
3858.00,10.878115,28.50208
3859.00,10.877839,28.50199
3860.00,10.877223,28.50195
3861.00,10.876924,28.50185
3862.00,10.876810,28.50072
3863.00,10.876658,28.50191
3864.00,10.876830,28.50205
3865.00,10.877256,28.50193
3866.00,10.878190,28.50102
3867.00,10.878557,28.50081
3868.00,10.878291,28.50241
3869.00,10.878546,28.50099
3870.00,10.878561,28.50119
3871.00,10.877816,28.50146
3872.00,10.878242,28.50148
3873.00,10.877971,28.50206
3874.00,10.877608,28.50097
3875.00,10.878047,28.50199
3876.00,10.878357,28.50172
3877.00,10.878533,28.50203
3878.00,10.878995,28.50152
3879.00,10.878602,28.50160
3880.00,10.878246,28.49993
3881.00,10.877348,28.50068
3882.00,10.877066,28.50175
3883.00,10.877142,28.50112
3884.00,10.876988,28.50238
3885.00,10.876761,28.50235
3886.00,10.876195,28.50208
3887.00,10.876705,28.50244
3888.00,10.877608,28.50249
3889.00,10.877552,28.50192
3890.00,10.877319,28.50244
3891.00,10.876990,28.50180
3892.00,10.877391,28.50197
3893.00,10.878143,28.50192
3894.00,10.877962,28.50136
3895.00,10.877313,28.50206
3896.00,10.876644,28.50180
3897.00,10.877121,28.50164
3898.00,10.877926,28.50193
3899.00,10.878246,28.50214
3900.00,10.878423,28.50131
3901.00,10.879154,28.50170
3902.00,10.879285,28.50103
3903.00,10.878944,28.50146
3904.00,10.878454,28.50213
3905.00,10.878515,28.50108
3906.00,10.878030,28.50263
3907.00,10.877589,28.50189
3908.00,10.877266,28.50236
3909.00,10.877552,28.50230
3910.00,10.877937,28.50160
3911.00,10.877915,28.50216
3912.00,10.878334,28.50274
3913.00,10.878438,28.50298
3914.00,10.878246,28.50285
3915.00,10.878320,28.50316
3916.00,10.878093,28.50192
3917.00,10.877853,28.50202
3918.00,10.877541,28.50143
3919.00,10.878006,28.50093
3920.00,10.878561,28.50140
3921.00,10.878228,28.50118
3922.00,10.878526,28.50182
3923.00,10.878890,28.50055
3924.00,10.878267,28.50206
3925.00,10.878033,28.50155
3926.00,10.877906,28.50086
3927.00,10.877324,28.50122
3928.00,10.878357,28.50070
3929.00,10.878265,28.50139
3930.00,10.878044,28.50156
3931.00,10.878320,28.50196
3932.00,10.877756,28.50274
3933.00,10.877817,28.50188
3934.00,10.878154,28.50094
3935.00,10.878373,28.50159
3936.00,10.877955,28.50091
3937.00,10.877975,28.50191
3938.00,10.877901,28.50139
3939.00,10.877495,28.50225
3940.00,10.877498,28.50159
3941.00,10.877347,28.50204
3942.00,10.876969,28.50142
3943.00,10.877968,28.50143
3944.00,10.878147,28.50111
3945.00,10.878044,28.50213
3946.00,10.877622,28.50162
3947.00,10.877599,28.50163
3948.00,10.878192,28.50208
3949.00,10.877990,28.50119
3950.00,10.878010,28.50157
3951.00,10.878673,28.50082
3952.00,10.878838,28.50174
3953.00,10.877763,28.50245
3954.00,10.877670,28.50210
3955.00,10.877826,28.50207
3956.00,10.877398,28.50276
3957.00,10.877967,28.50253
3958.00,10.878102,28.50168
3959.00,10.877300,28.50135
3960.00,10.877451,28.50220
3961.00,10.877767,28.50155
3962.00,10.877777,28.50192
3963.00,10.878529,28.50217
3964.00,10.878129,28.50257
3965.00,10.877908,28.50249
3966.00,10.878238,28.50218
3967.00,10.878365,28.50156
3968.00,10.878477,28.50134
3969.00,10.878092,28.50152
3970.00,10.877716,28.50141
3971.00,10.877810,28.50099
3972.00,10.878322,28.50062
3973.00,10.878510,28.50130
3974.00,10.878400,28.50246
3975.00,10.878601,28.50263
3976.00,10.878298,28.50227
3977.00,10.878628,28.50237
3978.00,10.879114,28.50188
3979.00,10.878323,28.50229
3980.00,10.877495,28.50255
3981.00,10.877563,28.50271
3982.00,10.877667,28.50154
3983.00,10.877482,28.50191
3984.00,10.877926,28.50191
3985.00,10.879522,28.50213
3986.00,10.879463,28.50280
3987.00,10.878274,28.50288
3988.00,10.877996,28.50198
3989.00,10.877930,28.50265
3990.00,10.878198,28.50213
3991.00,10.878122,28.50215
3992.00,10.878421,28.50228
3993.00,10.877688,28.50293
3994.00,10.877152,28.50229
3995.00,10.877066,28.50173
3996.00,10.877658,28.50227
3997.00,10.878167,28.50207
3998.00,10.877505,28.50259
3999.00,10.878172,28.50218
4000.00,10.879381,28.50209
4001.00,10.878626,28.50261
4002.00,10.877528,28.50219
4003.00,10.877116,28.50174
4004.00,10.877152,28.50188
4005.00,10.878049,28.50169
4006.00,10.878151,28.50244
4007.00,10.878142,28.50210
4008.00,10.878327,28.50182
4009.00,10.878258,28.50255
4010.00,10.877895,28.50243
4011.00,10.878254,28.50267
4012.00,10.878476,28.50171
4013.00,10.878179,28.50186
4014.00,10.877818,28.50216
4015.00,10.877582,28.50226
4016.00,10.876551,28.50181
4017.00,10.877077,28.50202
4018.00,10.877473,28.50310
4019.00,10.878088,28.50282
4020.00,10.878727,28.50324
4021.00,10.878288,28.50268
4022.00,10.878049,28.50278
4023.00,10.877782,28.50208
4024.00,10.878148,28.50233
4025.00,10.878340,28.50278
4026.00,10.878482,28.50230
4027.00,10.878243,28.50190
4028.00,10.877531,28.50226
4029.00,10.878096,28.50289
4030.00,10.878245,28.50238
4031.00,10.879240,28.50223
4032.00,10.878773,28.50262
4033.00,10.877779,28.50172
4034.00,10.878503,28.50259
4035.00,10.878763,28.50340
4036.00,10.878391,28.50324
4037.00,10.878028,28.50190
4038.00,10.878141,28.50251
4039.00,10.878234,28.50253
4040.00,10.878609,28.50269
4041.00,10.878499,28.50248
4042.00,10.878364,28.50233
4043.00,10.878516,28.50159
4044.00,10.877907,28.50260
4045.00,10.877508,28.50325
4046.00,10.877660,28.50253
4047.00,10.878089,28.50134
4048.00,10.876962,28.50189
4049.00,10.876502,28.50203
4050.00,10.876988,28.50232
4051.00,10.877966,28.50245
4052.00,10.878511,28.50186
4053.00,10.878323,28.50200
4054.00,10.877525,28.50171
4055.00,10.877741,28.50213
4056.00,10.878291,28.50273
4057.00,10.878712,28.50200
4058.00,10.878390,28.50288
4059.00,10.878218,28.50224
4060.00,10.877810,28.50269
4061.00,10.877731,28.50254
4062.00,10.877825,28.50311
4063.00,10.878089,28.50371
4064.00,10.878457,28.50260
4065.00,10.877872,28.50268
4066.00,10.877844,28.50275
4067.00,10.877999,28.50276
4068.00,10.878604,28.50295
4069.00,10.878675,28.50453
4070.00,10.878547,28.50378
4071.00,10.877766,28.50372
4072.00,10.878298,28.50318
4073.00,10.878725,28.50392
4074.00,10.879047,28.50284
4075.00,10.879583,28.50312
4076.00,10.879170,28.50327
4077.00,10.878314,28.50281
4078.00,10.877845,28.50247
4079.00,10.877582,28.50251
4080.00,10.877247,28.50272
4081.00,10.877686,28.50262
4082.00,10.877829,28.50274
4083.00,10.878677,28.50265
4084.00,10.878421,28.50255
4085.00,10.877919,28.50316
4086.00,10.877865,28.50306
4087.00,10.878154,28.50341
4088.00,10.878387,28.50254
4089.00,10.877598,28.50251
4090.00,10.877368,28.50353
4091.00,10.877598,28.50307
4092.00,10.877641,28.50274
4093.00,10.878128,28.50247
4094.00,10.878472,28.50308
4095.00,10.878122,28.50281
4096.00,10.877592,28.50241
4097.00,10.878386,28.50269
4098.00,10.879546,28.50458
4099.00,10.880290,28.50410
4100.00,10.879841,28.50298
4101.00,10.878634,28.50391
4102.00,10.878558,28.50384
4103.00,10.879002,28.50306
4104.00,10.879537,28.50271
4105.00,10.878750,28.50310
4106.00,10.878261,28.50339
4107.00,10.878655,28.50355
4108.00,10.878488,28.50285
4109.00,10.878083,28.50329
4110.00,10.877434,28.50328
4111.00,10.877317,28.50367
4112.00,10.878026,28.50347
4113.00,10.878012,28.50324
4114.00,10.877316,28.50345
4115.00,10.877549,28.50345
4116.00,10.878399,28.50240
4117.00,10.879175,28.50347
4118.00,10.879099,28.50301
4119.00,10.878431,28.50294
4120.00,10.877169,28.50224
4121.00,10.877846,28.50309
4122.00,10.878349,28.50309
4123.00,10.878723,28.50283
4124.00,10.878576,28.50273
4125.00,10.878367,28.50321
4126.00,10.878608,28.50240
4127.00,10.878733,28.50283
4128.00,10.878784,28.50343
4129.00,10.878283,28.50372
4130.00,10.878712,28.50334
4131.00,10.878455,28.50340
4132.00,10.878833,28.50398
4133.00,10.870820,28.50403
4134.00,10.854919,28.50322
4135.00,10.832270,28.50287
4136.00,10.802757,28.50381
4137.00,10.776740,28.50318
4138.00,10.755678,28.50254
4139.00,10.741659,28.50331
4140.00,10.733154,28.50306
4141.00,10.728581,28.50281
4142.00,10.726444,28.50386
4143.00,10.726338,28.50207
4144.00,10.728455,28.50246
4145.00,10.731356,28.50251
4146.00,10.734330,28.50328
4147.00,10.737577,28.50362
4148.00,10.743087,28.50289
4149.00,10.748569,28.50280
4150.00,10.753139,28.50273
4151.00,10.757381,28.50293
4152.00,10.759146,28.50240
4153.00,10.757783,28.50333
4154.00,10.757556,28.50237
4155.00,10.756901,28.50260
4156.00,10.754914,28.50268
4157.00,10.754570,28.50313
4158.00,10.755485,28.50268
4159.00,10.754727,28.50265
4160.00,10.751919,28.50251
4161.00,10.750801,28.50229
4162.00,10.752161,28.50251
4163.00,10.758783,28.50332
4164.00,10.769507,28.50431
4165.00,10.781567,28.50418
4166.00,10.792978,28.50364
4167.00,10.802440,28.50357
4168.00,10.812064,28.50376
4169.00,10.821615,28.50342
4170.00,10.829796,28.50411
4171.00,10.836417,28.50464
4172.00,10.842281,28.50416
4173.00,10.845570,28.50371
4174.00,10.846782,28.50325
4175.00,10.846034,28.50313
4176.00,10.844272,28.50420
4177.00,10.842203,28.50385
4178.00,10.838438,28.50410
4179.00,10.831317,28.50460
4180.00,10.824609,28.50426
4181.00,10.819643,28.50371
4182.00,10.814680,28.50283
4183.00,10.810333,28.50267
4184.00,10.807215,28.50371
4185.00,10.805357,28.50306
4186.00,10.803896,28.50348
4187.00,10.801768,28.50318
4188.00,10.796419,28.50400
4189.00,10.787824,28.50361
4190.00,10.778230,28.50331
4191.00,10.769763,28.50333
4192.00,10.763090,28.50343
4193.00,10.755609,28.50379
4194.00,10.748341,28.50354
4195.00,10.737318,28.50441
4196.00,10.725503,28.50410
4197.00,10.714166,28.50337
4198.00,10.704023,28.50399
4199.00,10.694798,28.50334
4200.00,10.685888,28.50349
4201.00,10.678838,28.50364
4202.00,10.671868,28.50340
4203.00,10.664858,28.50347
4204.00,10.657566,28.50401
4205.00,10.650434,28.50402
4206.00,10.643818,28.50396
4207.00,10.636518,28.50435
4208.00,10.628954,28.50364
4209.00,10.621968,28.50404
4210.00,10.615738,28.50385
4211.00,10.606563,28.50462
4212.00,10.595522,28.50400
4213.00,10.584477,28.50374
4214.00,10.582205,28.50245
4215.00,10.572852,28.50122
4216.00,10.572170,28.50014
4217.00,10.609646,28.50094
4218.00,10.708047,28.50166
