"","time","Q","cond"
"1",1,64.6484163318997,"2_trend"
"2",2,64.6491075193744,"2_trend"
"3",3,64.6497987068491,"2_trend"
"4",4,64.6504898943237,"2_trend"
"5",5,64.6511810817984,"2_trend"
"6",6,64.6518722692731,"2_trend"
"7",7,64.6525634567477,"2_trend"
"8",8,64.6532546442224,"2_trend"
"9",9,64.6539458316971,"2_trend"
"10",10,64.6546370191718,"2_trend"
"11",11,64.6553282066464,"2_trend"
"12",12,64.6560193941211,"2_trend"
"13",13,64.6567105815958,"2_trend"
"14",14,64.6574017690704,"2_trend"
"15",15,64.6580929565451,"2_trend"
"16",16,64.6587841440198,"2_trend"
"17",17,64.6594753314944,"2_trend"
"18",18,64.6601665189691,"2_trend"
"19",19,64.6608577064438,"2_trend"
"20",20,64.6615488939185,"2_trend"
"21",21,64.6622400813931,"2_trend"
"22",22,64.6629312688678,"2_trend"
"23",23,64.6636224563425,"2_trend"
"24",24,64.6643136438172,"2_trend"
"25",25,64.6650048312918,"2_trend"
"26",26,64.6656960187665,"2_trend"
"27",27,64.6663872062412,"2_trend"
"28",28,64.6670783937158,"2_trend"
"29",29,64.6677695811905,"2_trend"
"30",30,64.6684607686652,"2_trend"
"31",31,64.6691519561398,"2_trend"
"32",32,64.6698431436145,"2_trend"
"33",33,64.6705343310892,"2_trend"
"34",34,64.6712255185639,"2_trend"
"35",35,64.6719167060385,"2_trend"
"36",36,64.6726078935132,"2_trend"
"37",37,64.6732990809879,"2_trend"
"38",38,64.6739902684625,"2_trend"
"39",39,64.6746814559372,"2_trend"
"40",40,64.6753726434119,"2_trend"
"41",41,64.6760638308866,"2_trend"
"42",42,64.6767550183612,"2_trend"
"43",43,64.6774462058359,"2_trend"
"44",44,64.6781373933106,"2_trend"
"45",45,64.6788285807853,"2_trend"
"46",46,64.6795197682599,"2_trend"
"47",47,64.6802109557346,"2_trend"
"48",48,64.6809021432093,"2_trend"
"49",49,64.6815933306839,"2_trend"
"50",50,64.6822845181586,"2_trend"
"51",51,64.6829757056333,"2_trend"
"52",52,64.683666893108,"2_trend"
"53",53,64.6843580805826,"2_trend"
"54",54,64.6850492680573,"2_trend"
"55",55,64.685740455532,"2_trend"
"56",56,64.6864316430066,"2_trend"
"57",57,64.6871228304813,"2_trend"
"58",58,64.687814017956,"2_trend"
"59",59,64.6885052054307,"2_trend"
"60",60,64.6891963929053,"2_trend"
"61",61,64.68988758038,"2_trend"
"62",62,64.6905787678547,"2_trend"
"63",63,64.6912699553293,"2_trend"
"64",64,64.691961142804,"2_trend"
"65",65,64.6926523302787,"2_trend"
"66",66,64.6933435177533,"2_trend"
"67",67,64.694034705228,"2_trend"
"68",68,64.6947258927027,"2_trend"
"69",69,64.6954170801774,"2_trend"
"70",70,64.696108267652,"2_trend"
"71",71,64.6967994551267,"2_trend"
"72",72,64.6974906426014,"2_trend"
"73",73,64.6981818300761,"2_trend"
"74",74,64.6988730175507,"2_trend"
"75",75,64.6995642050254,"2_trend"
"76",76,64.7002553925001,"2_trend"
"77",77,64.7009465799747,"2_trend"
"78",78,64.7016377674494,"2_trend"
"79",79,64.7023289549241,"2_trend"
"80",80,64.7030201423988,"2_trend"
"81",81,64.7037113298734,"2_trend"
"82",82,64.7044025173481,"2_trend"
"83",83,64.7050937048228,"2_trend"
"84",84,64.7057848922974,"2_trend"
"85",85,64.7064760797721,"2_trend"
"86",86,64.7071672672468,"2_trend"
"87",87,64.7078584547214,"2_trend"
"88",88,64.7085496421961,"2_trend"
"89",89,64.7092408296708,"2_trend"
"90",90,64.7099320171455,"2_trend"
"91",91,64.7106232046201,"2_trend"
"92",92,64.7113143920948,"2_trend"
"93",93,64.7120055795695,"2_trend"
"94",94,64.7126967670442,"2_trend"
"95",95,64.7133879545188,"2_trend"
"96",96,64.7140791419935,"2_trend"
"97",97,64.7147703294682,"2_trend"
"98",98,64.7154615169428,"2_trend"
"99",99,64.7161527044175,"2_trend"
"100",100,64.7168438918922,"2_trend"
"101",101,64.7175350793669,"2_trend"
"102",102,64.7182262668415,"2_trend"
"103",103,64.7189174543162,"2_trend"
"104",104,64.7196086417909,"2_trend"
"105",105,64.7202998292655,"2_trend"
"106",106,64.7209910167402,"2_trend"
"107",107,64.7216822042149,"2_trend"
"108",108,64.7223733916896,"2_trend"
"109",109,64.7230645791642,"2_trend"
"110",110,64.7237557666389,"2_trend"
"111",111,64.7244469541136,"2_trend"
"112",112,64.7251381415882,"2_trend"
"113",113,64.7258293290629,"2_trend"
"114",114,64.7265205165376,"2_trend"
"115",115,64.7272117040122,"2_trend"
"116",116,64.7279028914869,"2_trend"
"117",117,64.7285940789616,"2_trend"
"118",118,64.7292852664363,"2_trend"
"119",119,64.7299764539109,"2_trend"
"120",120,64.7306676413856,"2_trend"
"121",121,64.7313588288603,"2_trend"
"122",122,64.732050016335,"2_trend"
"123",123,64.7327412038096,"2_trend"
"124",124,64.7334636137274,"2_trend"
"125",125,64.7341860236451,"2_trend"
"126",126,64.7349084335629,"2_trend"
"127",127,64.7356308434806,"2_trend"
"128",128,64.7363532533983,"2_trend"
"129",129,64.7370756633161,"2_trend"
"130",130,64.7377980732338,"2_trend"
"131",131,64.7385204831516,"2_trend"
"132",132,64.7392428930693,"2_trend"
"133",133,64.7399653029871,"2_trend"
"134",134,64.7406877129048,"2_trend"
"135",135,64.7414101228226,"2_trend"
"136",136,64.7421325327403,"2_trend"
"137",137,64.7428549426581,"2_trend"
"138",138,64.7435773525758,"2_trend"
"139",139,64.7442997624935,"2_trend"
"140",140,64.7450221724113,"2_trend"
"141",141,64.745744582329,"2_trend"
