"","time","dp"
"1",1,41.6713847999999
"2",2,41.5881231999998
"3",3,41.5268973333331
"4",4,41.5621823999999
"5",5,41.4271786666665
"6",6,41.3740418666667
"7",7,41.4243893333333
"8",8,41.4125346666666
"9",9,41.3835255999998
"10",10,41.3805967999998
"11",11,41.2472666666667
"12",12,41.1253727999998
"13",13,41.0697255999998
"14",14,41.0416928
"15",15,41.0713991999998
"16",16,41.0580103999999
"17",17,40.9719594666666
"18",18,40.9983186666667
"19",19,41.0278855999999
"20",20,41.0221674666667
"21",21,40.9951109333333
"22",22,41.0817197333334
"23",23,41.2752994666665
"24",24,41.4281549333332
"25",25,41.4277365333333
"26",26,41.2024978666665
"27",27,41.2245335999999
"28",28,41.5235501333332
"29",29,41.7678957333331
"30",30,41.7578541333332
"31",31,41.5884021333332
"32",32,41.3913357333333
"33",33,41.3619082666666
"34",34,41.3232759999998
"35",35,41.2045898666666
"36",36,41.0991530666665
"37",37,41.2437799999999
"38",38,41.4051429333333
"39",39,41.3701367999999
"40",40,41.4144872
"41",41,41.3408487999998
"42",42,41.4165791999999
"43",43,41.3679053333332
"44",44,41.1210493333332
"45",45,40.9881375999999
"46",46,41.051316
"47",47,41.1506162666667
"48",48,41.0734912
"49",49,41.0769778666665
"50",50,41.1483847999999
"51",51,41.1083578666666
"52",52,41.1941298666666
"53",53,41.1860408
"54",54,41.1567527999999
"55",55,41.1596815999999
"56",56,41.2355514666665
"57",57,41.3073767999998
"58",58,41.3228575999999
"59",59,41.3333176
"60",60,41.3850597333333
"61",61,41.3015192
"62",62,41.3734839999999
"63",63,41.3506114666666
"64",64,41.2012426666667
"65",65,41.1375063999999
"66",66,40.9928794666665
"67",67,40.9065495999998
"68",68,40.8829797333332
"69",69,40.9518762666665
"70",70,40.8793535999999
"71",71,40.8880005333332
"72",72,40.9214725333331
"73",73,40.9015287999999
"74",74,40.9627546666665
"75",75,41.1451770666665
"76",76,41.3054242666665
"77",77,41.3384778666665
"78",78,41.2160261333332
"79",79,41.1415509333332
"80",80,41.1522898666666
"81",81,41.1672128
"82",82,41.0373693333334
"83",83,40.9376506666665
"84",84,40.9914847999999
"85",85,41.0281645333333
"86",86,41.0044551999999
"87",87,41.0464346666666
"88",88,41.0616365333333
"89",89,40.9842325333332
"90",90,40.8704277333332
"91",91,40.8953922666667
"92",92,41.02412
"93",93,41.0621944
"94",94,40.9450424
"95",95,40.8673594666666
"96",96,40.8747511999998
"97",97,40.8234274666665
"98",98,40.8271930666667
"99",99,40.8663831999999
"100",100,40.7564834666666
"101",101,40.7986023999998
"102",102,40.8122701333333
"103",103,40.7573202666667
"104",104,40.7839583999999
"105",105,40.7319373333333
"106",106,40.6292898666666
"107",107,40.7094831999999
"108",108,40.7582965333334
"109",109,40.6705719999998
"110",110,40.6815898666666
"111",111,40.6562069333332
"112",112,40.7476970666664
"113",113,40.9216119999999
"114",114,41.1147733333331
"115",115,41.1912010666665
"116",116,41.2464298666665
"117",117,41.3534007999998
"118",118,41.4186711999998
"119",119,41.3137922666667
"120",120,41.1192362666666
"121",121,41.0723754666665
"122",122,41.0826959999998
"123",123,41.0362535999999
"124",124,40.9154754666665
"125",125,40.8370952
"126",126,40.9359770666665
"127",127,41.0020842666666
"128",128,41.0108706666667
"129",129,40.8504839999999
"130",130,40.8440685333333
"131",131,40.8828402666666
"132",132,40.9561997333332
"133",133,41.0960847999999
"134",134,41.0256541333332
"135",135,40.9966450666667
"136",136,40.9066890666666
"137",137,40.8616413333333
"138",138,40.8468578666666
"139",139,40.999016
"140",140,41.1221650666666
"141",141,41.0882746666665
"142",142,41.0833933333333
"143",143,41.1069632
"144",144,41.1514530666665
"145",145,40.9462975999998
"146",146,40.7973471999998
"147",147,40.8044599999999
"148",148,40.8244037333332
"149",149,40.8902319999999
"150",150,40.9822799999999
"151",151,40.9287247999998
"152",152,40.9235645333333
"153",153,40.8850717333331
"154",154,40.8846533333332
"155",155,40.9080837333332
"156",156,40.952992
"157",157,41.0782330666666
"158",158,41.0474109333333
"159",159,41.0121258666665
"160",160,41.2156077333332
"161",161,41.2522874666666
"162",162,41.3481010666665
"163",163,41.4766893333333
"164",164,41.522016
"165",165,41.6440493333332
"166",166,41.7303791999999
"167",167,41.5277341333333
"168",168,41.3517271999998
"169",169,41.2807386666666
"170",170,41.1245359999999
"171",171,40.9980397333333
"172",172,41.0163098666666
"173",173,41.0747463999998
"174",174,40.9998527999999
"175",175,41.0649837333332
"176",176,40.9753066666666
"177",177,40.8627570666665
"178",178,40.7361213333334
"179",179,40.7507653333333
"180",180,40.7645725333331
"181",181,40.8460210666667
"182",182,41.0712597333333
"183",183,41.2501954666665
"184",184,41.1945482666665
"185",185,41.0582893333333
"186",186,41.0062682666667
"187",187,41.0202149333333
"188",188,40.9886954666667
"189",189,40.8898136
"190",190,40.8415581333332
"191",191,40.9528525333332
"192",192,40.9838141333333
"193",193,40.9785144
"194",194,41.0928770666665
"195",195,41.2981719999998
"196",196,41.3793416
"197",197,41.4143477333331
"198",198,41.3218813333332
"199",199,41.2229994666665
"200",200,41.2819938666667
"201",201,41.2839463999998
"202",202,41.1962218666665
"203",203,41.1836698666667
"204",204,41.2179786666665
"205",205,41.3087714666665
"206",206,41.3372226666665
"207",207,41.3206261333332
"208",208,41.2349936
"209",209,41.1306725333331
"210",210,40.9726567999999
"211",211,40.8156173333333
"212",212,40.9285853333333
"213",213,40.9800485333331
"214",214,41.0193781333332
"215",215,41.0578709333331
"216",216,41.0356957333331
"217",217,41.1008266666665
"218",218,41.2303912
"219",219,41.2938485333332
"220",220,41.3186735999998
"221",221,41.3087714666665
"222",222,41.2785071999999
"223",223,41.2893855999999
"224",224,41.4100242666665
"225",225,41.2669314666666
"226",226,40.9842325333332
"227",227,40.8291456
"228",228,40.8960896
"229",229,40.9587101333333
"230",230,40.9299799999999
"231",231,40.9019471999998
"232",232,41.1181205333331
"233",233,41.3581426666667
"234",234,41.3451722666665
"235",235,41.2545189333334
"236",236,41.1800437333333
"237",237,41.1981743999998
"238",238,41.1641445333333
"239",239,41.2811570666666
"240",240,41.2737653333333
"241",241,41.1951061333332
"242",242,41.1698626666666
"243",243,41.1775333333332
"244",244,41.1437823999999
"245",245,41.2149103999999
"246",246,41.214492
"247",247,41.2347146666666
"248",248,41.3687421333333
"249",249,41.2808781333332
"250",250,41.2850621333333
"251",251,41.3222997333332
"252",252,41.1418298666665
"253",253,41.0603813333332
"254",254,41.0578709333331
"255",255,41.0776751999998
"256",256,41.0803250666665
"257",257,41.0172861333333
"258",258,41.0250962666665
"259",259,41.1218861333333
"260",260,41.2073791999999
"261",261,41.1948271999998
"262",262,41.0937138666666
"263",263,40.9914847999999
"264",264,40.7843767999998
"265",265,40.7571807999999
"266",266,40.7051597333332
"267",267,40.6369605333332
"268",268,40.71032
"269",269,40.8142226666665
"270",270,40.9213330666666
"271",271,40.8329111999999
"272",272,40.7167354666666
"273",273,40.8504839999999
"274",274,40.9096178666667
"275",275,40.9354192
"276",276,41.0243989333331
"277",277,41.0725149333333
"278",278,41.1931535999999
"279",279,41.3275994666665
"280",280,41.3692999999998
"281",281,41.3612109333333
"282",282,41.3956591999999
"283",283,41.4084901333333
"284",284,41.3547954666665
"285",285,41.2093317333332
"286",286,41.1528477333331
"287",287,41.0165888
"288",288,40.9626152
"289",289,41.2255098666666
"290",290,41.3146290666665
"291",291,41.2464298666665
"292",292,41.1840882666666
"293",293,41.1075210666665
"294",294,41.1469901333333
"295",295,41.1971981333331
"296",296,41.2171418666667
"297",297,41.3891042666665
"298",298,41.4298285333332
"299",299,41.3103055999999
"300",300,41.1842277333332
"301",301,41.0334642666666
"302",302,41.0631706666664
"303",303,41.0610786666665
"304",304,40.986464
"305",305,40.9248197333334
"306",306,40.8962290666665
"307",307,40.7168749333332
"308",308,40.5588591999999
"309",309,40.5277581333332
"310",310,40.5166007999998
"311",311,40.4329208
"312",312,40.4860575999999
"313",313,40.4668111999999
"314",314,40.4124192
"315",315,40.3940095999999
"316",316,40.4503541333332
"317",317,40.4995858666666
"318",318,40.5246898666666
"319",319,40.7580176
"320",320,40.9107335999999
"321",321,40.9842325333332
"322",322,41.0740490666665
"323",323,41.3414066666666
"324",324,41.4169975999998
"325",325,41.3260653333333
"326",326,41.3033322666666
"327",327,41.2994271999999
"328",328,41.1999874666666
"329",329,41.1126813333332
"330",330,41.1034765333332
"331",331,41.0708413333333
"332",332,41.0821381333333
"333",333,41.1382037333332
"334",334,41.2882698666664
"335",335,41.3440565333332
"336",336,41.3158842666666
"337",337,41.2690234666665
"338",338,41.3665106666666
"339",339,41.3146290666665
"340",340,41.3521455999998
"341",341,41.3216023999999
"342",342,41.2895250666665
"343",343,41.1824146666666
"344",344,41.0821381333333
"345",345,40.8739144
"346",346,40.6305450666667
"347",347,40.4705767999998
"348",348,40.3471487999998
"349",349,40.3464514666665
"350",350,40.4189741333331
"351",351,40.5638799999998
"352",352,40.7412815999999
"353",353,40.8581546666665
"354",354,40.9019471999998
"355",355,40.9490869333333
"356",356,40.8992973333331
"357",357,40.8104570666666
"358",358,40.8178487999998
"359",359,40.9101757333332
"360",360,40.9317930666667
"361",361,40.7884213333334
"362",362,40.8807482666665
"363",363,41.0276066666665
"364",364,41.0343010666665
"365",365,41.1112866666666
"366",366,41.1814384
"367",367,41.1875749333332
"368",368,41.0754437333333
"369",369,40.9725173333333
"370",370,41.0110101333333
"371",371,41.0490845333333
"372",372,40.9992949333333
"373",373,41.0832538666665
"374",374,41.1771149333333
"375",375,41.2057055999999
"376",376,41.2394565333332
"377",377,41.3291335999999
"378",378,41.4567455999998
"379",379,41.4051429333333
"380",380,41.3139317333332
"381",381,41.2674893333333
"382",382,41.3599557333332
"383",383,41.3522850666666
"384",384,41.2585634666666
"385",385,41.3518666666667
"386",386,41.1705599999999
"387",387,40.9852087999999
"388",388,40.8762853333333
"389",389,40.6831239999998
"390",390,40.5376602666666
"391",391,40.4874522666665
"392",392,40.5867525333332
"393",393,40.7681986666665
"394",394,40.7659672
"395",395,40.6874474666664
"396",396,40.7142250666665
"397",397,40.9193805333332
"398",398,41.084788
"399",399,41.122444
"400",400,41.1038949333334
"401",401,41.0978978666665
"402",402,41.1610762666665
"403",403,41.3515877333333
"404",404,41.4115583999999
"405",405,41.4186711999998
"406",406,41.3930093333333
"407",407,41.3817125333333
"408",408,41.2765546666665
"409",409,41.1874354666666
"410",410,41.2617711999998
"411",411,41.2796229333331
"412",412,41.2521479999998
"413",413,41.3642791999999
"414",414,41.2713944
"415",415,41.3047269333332
"416",416,41.3824098666666
"417",417,41.4679029333332
"418",418,41.5171346666666
"419",419,41.5950965333331
"420",420,41.4282943999998
"421",421,41.2755783999999
"422",422,41.3454511999998
"423",423,41.4454487999998
"424",424,41.4207632
"425",425,41.3398725333331
"426",426,41.1259306666665
"427",427,40.9103152
"428",428,40.8230090666666
"429",429,40.9013893333333
"430",430,40.9566181333333
"431",431,40.9820010666665
"432",432,40.8906503999998
"433",433,40.9266327999999
"434",434,40.8965079999999
"435",435,40.9778170666667
"436",436,41.0160309333332
"437",437,41.0462952
"438",438,41.2027767999998
"439",439,41.2736258666665
"440",440,41.2991482666665
"441",441,41.2712549333332
"442",442,41.2928722666665
"443",443,41.2976141333333
"444",444,41.2387591999999
"445",445,41.2352725333331
"446",446,41.3269021333332
"447",447,41.4815706666665
"448",448,41.5673426666667
"449",449,41.6567408
"450",450,41.5726424
"451",451,41.4273181333333
"452",452,41.3892437333334
"453",453,41.3207656
"454",454,41.1676311999999
"455",455,41.1525688
"456",456,41.1832514666665
"457",457,41.0736306666665
"458",458,41.0341615999999
"459",459,41.1534055999999
"460",460,41.3433591999999
"461",461,41.3454511999998
"462",462,41.0840906666666
"463",463,41.0064077333332
"464",464,40.8723802666665
"465",465,40.8079466666665
"466",466,40.8875821333332
"467",467,40.9297010666665
"468",468,40.7739168
"469",469,40.7397474666665
"470",470,40.7422578666666
"471",471,40.7726615999999
"472",472,40.8529944
"473",473,40.8853506666665
"474",474,40.9351402666666
"475",475,40.9369533333332
"476",476,40.9185437333333
"477",477,40.8435106666666
"478",478,40.8730775999998
"479",479,40.9008314666666
"480",480,41.0449005333332
"481",481,41.1083578666666
"482",482,41.1454559999999
"483",483,41.2038925333333
"484",484,41.4013773333332
"485",485,41.4942621333333
"486",486,41.4603717333331
"487",487,41.4589770666665
"488",488,41.4521432
"489",489,41.4514458666665
"490",490,41.4157424
"491",491,41.2393170666667
"492",492,41.0924586666666
"493",493,41.2193733333331
"494",494,41.3393146666666
"495",495,41.3308071999999
"496",496,41.3296914666667
"497",497,41.2197917333333
"498",498,41.1124023999998
"499",499,41.0072445333334
"500",500,41.0093365333333
"501",501,40.9627546666665
"502",502,40.9223093333332
"503",503,40.9214725333331
"504",504,40.9292826666666
"505",505,40.8967869333333
"506",506,40.8723802666665
"507",507,40.8154778666665
"508",508,40.7206405333333
"509",509,40.7308216
"510",510,40.7552282666665
"511",511,40.7810295999999
"512",512,40.7899554666665
"513",513,40.7107383999999
"514",514,40.7517416
"515",515,40.7757298666665
"516",516,40.8917661333333
"517",517,41.0419717333331
"518",518,41.2200706666665
"519",519,41.3527034666665
"520",520,41.319092
"521",521,41.4253656
"522",522,41.4694370666666
"523",523,41.4945410666667
"524",524,41.4005405333333
"525",525,41.2228599999999
"526",526,41.0631706666664
"527",527,40.9984581333332
"528",528,40.9695885333333
"529",529,41.0471319999999
"530",530,41.0760015999998
"531",531,41.0437847999999
"532",532,41.0630311999999
"533",533,41.1859013333332
"534",534,41.2176997333332
"535",535,41.2112842666666
"536",536,41.0814408
"537",537,40.9601047999999
"538",538,41.005292
"539",539,41.0592656
"540",540,41.2126789333332
"541",541,41.3465669333333
"542",542,41.4475408
"543",543,41.4211815999999
"544",544,41.4045850666666
"545",545,41.2917565333332
"546",546,40.8956711999998
"547",547,40.5817317333332
"548",548,40.4195319999999
"549",549,40.5234346666666
"550",550,40.8175698666667
"551",551,40.9980397333333
"552",552,41.0598234666665
"553",553,41.1234202666664
"554",554,41.2388986666665
"555",555,41.1462928
"556",556,41.0175650666666
"557",557,40.9027839999999
"558",558,40.8592704
"559",559,40.8903714666665
"560",560,40.9584311999999
"561",561,40.980188
"562",562,40.9518762666665
"563",563,40.9108730666665
"564",564,40.9726567999999
"565",565,41.1143549333332
"566",566,41.2073791999999
"567",567,41.2817149333333
"568",568,41.3853386666666
"569",569,41.4342914666667
"570",570,41.3493562666666
"571",571,41.3395936
"572",572,41.4368018666665
"573",573,41.4808733333332
"574",574,41.4646951999998
"575",575,41.5084877333333
"576",576,41.4178343999999
"577",577,41.3059821333332
"578",578,41.1398773333332
"579",579,40.9903690666667
"580",580,40.8605255999998
"581",581,40.7615042666665
"582",582,40.9757250666665
"583",583,41.1832514666665
"584",584,41.3631634666666
"585",585,41.3486589333333
"586",586,41.2645605333333
"587",587,41.2846437333334
"588",588,41.2125394666666
"589",589,41.1044527999999
"590",590,41.0998503999998
"591",591,41.1114261333332
"592",592,41.1044527999999
"593",593,40.9743303999999
"594",594,40.9476922666667
"595",595,41.0207727999998
"596",596,41.0557789333332
"597",597,41.1136575999999
"598",598,41.1355538666665
"599",599,41.1878538666665
"600",600,41.2690234666665
"601",601,41.1857618666666
"602",602,41.2071002666665
"603",603,41.2023583999999
"604",604,41.2436405333333
"605",605,41.2195128
"606",606,41.1619130666666
"607",607,41.2868751999998
"608",608,41.2988693333334
"609",609,41.2239757333332
"610",610,41.1962218666665
"611",611,41.2255098666666
"612",612,41.1130997333332
"613",613,41.0094759999998
"614",614,41.0698650666666
"615",615,41.1401562666666
"616",616,41.1987322666666
"617",617,41.2220231999998
"618",618,41.1782306666666
"619",619,41.070144
"620",620,41.1299751999998
"621",621,41.1946877333333
"622",622,41.1294173333333
"623",623,41.1482453333331
"624",624,41.1164469333331
"625",625,41.0666573333332
"626",626,41.1384826666666
"627",627,41.2877119999999
"628",628,41.3178367999999
"629",629,41.3362463999998
"630",630,41.3264837333333
"631",631,41.2787861333333
"632",632,41.0363930666667
"633",633,40.9204962666664
"634",634,40.8359794666665
"635",635,40.7624805333332
"636",636,40.6765690666667
"637",637,40.7495101333332
"638",638,40.8793535999999
"639",639,40.9483896
"640",640,40.9571759999998
"641",641,40.9587101333333
"642",642,41.0336037333332
"643",643,41.1149127999999
"644",644,41.1663759999998
"645",645,41.0143573333332
"646",646,41.0843696
"647",647,40.9941346666666
"648",648,41.0031999999998
"649",649,41.1111471999998
"650",650,41.2620501333332
"651",651,41.3296914666667
"652",652,41.4472618666666
"653",653,41.4062586666666
"654",654,41.4992829333332
"655",655,41.5089061333332
"656",656,41.4888229333332
"657",657,41.3422434666667
"658",658,41.2744626666666
"659",659,41.2536821333332
"660",660,41.1782306666666
"661",661,41.1104498666665
"662",662,41.0630311999999
"663",663,41.0914823999999
"664",664,41.1776727999998
"665",665,41.2833885333333
"666",666,41.3072373333333
"667",667,41.3015192
"668",668,41.1835303999999
"669",669,41.1474085333332
"670",670,41.2151893333333
"671",671,41.1315093333332
"672",672,41.1214677333333
"673",673,41.1753018666665
"674",674,41.1525688
"675",675,41.1019424
"676",676,41.0917613333333
"677",677,41.1158890666666
"678",678,41.1210493333332
"679",679,41.1082184
"680",680,40.9979002666665
"681",681,40.8288666666666
"682",682,40.7578781333332
"683",683,40.8476946666667
"684",684,40.9694490666665
"685",685,41.0864615999999
"686",686,41.2315069333332
"687",687,41.3757154666667
"688",688,41.4450303999999
"689",689,41.3561901333333
"690",690,41.3564690666667
"691",691,41.3104450666665
"692",692,41.3409882666666
"693",693,41.3418250666665
"694",694,41.1959429333333
"695",695,41.0846485333331
"696",696,41.1394589333333
"697",697,41.2889672
"698",698,41.3528429333333
"699",699,41.4178343999999
"700",700,41.3744602666666
"701",701,41.4467039999999
"702",702,41.4620453333331
"703",703,41.2744626666666
"704",704,41.2075186666667
"705",705,41.1199335999999
"706",706,41.0290013333332
"707",707,40.9976213333331
"708",708,40.8953922666667
"709",709,40.7469997333331
"710",710,40.7006968
"711",711,40.8428133333333
"712",712,40.9722384
"713",713,41.0914823999999
"714",714,41.0631706666664
"715",715,41.0172861333333
"716",716,41.0524317333332
"717",717,41.0266303999999
"718",718,41.0097549333332
"719",719,40.88814
"720",720,40.8456026666665
"721",721,40.8806087999999
"722",722,40.9299799999999
"723",723,41.0096154666666
"724",724,41.1631682666667
"725",725,41.2588424
"726",726,41.2546583999999
"727",727,41.3115607999999
"728",728,41.4388938666667
"729",729,41.6255002666665
"730",730,41.5942597333333
"731",731,41.4305258666665
"732",732,41.1898063999999
"733",733,41.0108706666667
"734",734,40.8878610666666
"735",735,40.9154754666665
"736",736,41.0594050666665
"737",737,41.1815778666665
"738",738,41.2881303999999
"739",739,41.4506090666666
"740",740,41.5810103999999
"741",741,41.5016538666665
"742",742,41.3825493333332
"743",743,41.3020770666665
"744",744,41.1686074666666
"745",745,41.0313722666665
"746",746,40.9840930666667
"747",747,41.0376482666665
"748",748,41.1626103999999
"749",749,41.2036136
"750",750,41.2362487999998
"751",751,41.2609343999999
"752",752,41.1079394666666
"753",753,40.9820010666665
