"","sTN","s.dp"
"1",1,60.0118093333335
"2",2,59.9454232
"3",3,59.8682981333334
"4",4,59.8409626666668
"5",5,59.9441680000002
"6",6,59.8917285333334
"7",7,59.8604880000002
"8",8,59.9801504
"9",9,60.0445840000001
"10",10,59.9242242666667
"11",11,59.9659248
"12",12,59.9332896000002
"13",13,59.9602066666668
"14",14,60.0477917333335
"15",15,59.9539306666668
"16",16,59.8920074666668
"17",17,59.8851736
"18",18,59.7568642666668
"19",19,59.8225530666667
"20",20,59.7945202666667
"21",21,59.8267370666668
"22",22,59.9281293333334
"23",23,59.8816869333335
"24",24,59.8528173333335
"25",25,60.0023256000001
"26",26,60.0073464
"27",27,59.8798738666667
"28",28,59.9162746666667
"29",29,59.9759664000002
"30",30,59.8892181333336
"31",31,59.8613248
"32",32,59.8802922666669
"33",33,59.8146034666667
"34",34,59.8201821333334
"35",35,59.8839184000002
"36",36,59.8168349333335
"37",37,59.8034461333333
"38",38,59.7271578666668
"39",39,59.8896365333335
"40",40,59.9742928000002
"41",41,59.8579776000001
"42",42,59.9207376000002
"43",43,59.8684376000002
"44",44,59.8519805333334
"45",45,59.9229690666669
"46",46,59.9841949333333
"47",47,59.9592304000001
"48",48,59.9887973333333
"49",49,59.9643906666669
"50",50,59.9518386666668
"51",51,59.9945154666669
"52",52,60.0130645333335
"53",53,59.9547674666669
"54",54,59.8995386666668
"55",55,59.8783397333335
"56",56,59.8825237333334
"57",57,59.8363602666668
"58",58,59.8846157333335
"59",59,59.8503069333334
"60",60,59.8851736
"61",61,59.9862869333335
"62",62,59.9933997333334
"63",63,59.9140432000002
"64",64,59.7761106666668
"65",65,59.7830840000001
"66",66,59.8915890666668
"67",67,59.8931232
"68",68,59.8024698666667
"69",69,59.8291080000001
"70",70,59.8921469333334
"71",71,59.9327317333334
"72",72,59.9172509333334
"73",73,59.9550464
"74",74,59.9878210666667
"75",75,60.0357976
"76",76,59.9703877333335
"77",77,59.8666245333334
"78",78,59.7497514666667
"79",79,59.6238130666668
"80",80,59.6408280000001
"81",81,59.7565853333335
"82",82,59.8620221333333
"83",83,59.9762453333333
"84",84,59.9899130666668
"85",85,59.9394261333334
"86",86,59.9660642666669
"87",87,59.9261768000001
"88",88,59.8441704
"89",89,59.7621640000002
"90",90,59.7669058666668
"91",91,59.8093037333334
"92",92,59.7878258666667
"93",93,59.7483568000001
"94",94,59.7388730666667
"95",95,59.7503093333335
"96",96,59.7961938666669
"97",97,59.7522618666668
"98",98,59.8023304000001
"99",99,59.8602090666668
"100",100,59.9728981333334
"101",101,59.870948
"102",102,59.7949386666668
"103",103,59.812372
"104",104,59.8309210666667
"105",105,59.7896389333335
"106",106,59.7582589333335
"107",107,59.8818264000001
"108",108,59.7949386666668
"109",109,59.6861546666667
"110",110,59.7889416000002
"111",111,59.7353864000002
"112",112,59.6153056000001
"113",113,59.7332944000002
"114",114,59.8996781333334
"115",115,59.9171114666668
"116",116,59.9722008000001
"117",117,59.9828002666667
"118",118,59.9841949333333
"119",119,59.9890762666667
"120",120,60.0574149333335
"121",121,59.9342658666669
"122",122,60.0638304000001
"123",123,60.0182248
"124",124,59.9805688000002
"125",125,59.9046989333334
"126",126,59.8364997333334
"127",127,59.8472386666668
"128",128,59.8153008
