"","sTN","s.dp...2"
"567",567,57.2664079999998
"568",568,57.3715658666666
"569",569,57.3606874666668
"570",570,57.4039221333332
"571",571,57.4675189333332
"572",572,57.3846757333332
"573",573,57.1314042666664
"574",574,56.9955637333332
"575",575,57.1570661333332
"576",576,57.2714288
"577",577,57.40448
"578",578,57.443251733333
"579",579,57.4608245333332
"580",580,57.522747733333
"581",581,57.6075434666664
"582",582,57.6834133333332
"583",583,57.6917813333334
"584",584,57.4527354666668
"585",585,57.3629189333332
"586",586,57.351203733333
"587",587,57.6002911999996
"588",588,57.9007023999998
"589",589,57.6892709333332
"590",590,57.2811914666662
"591",591,57.1040687999998
"592",592,56.8800853333334
"593",593,56.6756272
"594",594,56.2747999999996
"595",595,56.352901333333
"596",596,56.7470341333334
"597",597,57.1065792
"598",598,57.2661290666666
"599",599,56.9255514666664
"600",600,56.7662805333334
"601",601,56.701010133333
"602",602,56.5947365333334
"603",603,56.3668479999996
"604",604,56.1877727999998
"605",605,56.0605792
"606",606,55.8603050666664
"607",607,55.6767669333332
"608",608,55.7702095999998
"609",609,55.8837354666666
"610",610,55.8912666666664
"611",611,55.8932191999998
"612",612,55.7693727999998
"613",613,55.7598890666666
"614",614,55.9584896
"615",615,56.0488639999998
"616",616,56.1646213333332
"617",617,56.1693631999998
"618",618,56.156253333333
"619",619,56.0784309333332
"620",620,56.1874938666668
"621",621,56.1180394666668
"622",622,55.9621157333332
"623",623,55.8968453333334
"624",624,56.1456538666664
"625",625,56.4117562666664
"626",626,56.5163562666664
"627",627,56.6455023999996
"628",628,56.6176090666664
"629",629,56.5068725333332
"630",630,56.7425711999998
"631",631,56.7386661333332
"632",632,56.771301333333
"633",633,56.6926421333334
"634",634,56.7699066666664
"635",635,56.8393610666664
"636",636,56.682600533333
"637",637,56.7040784
"638",638,56.5082671999998
"639",639,56.5634959999996
"640",640,56.5102197333332
"641",641,56.3607114666664
"642",642,56.7127253333332
"643",643,56.9922165333332
"644",644,56.841592533333
"645",645,56.6756272
"646",646,56.8404768
"647",647,56.8385242666666
"648",648,56.707704533333
"649",649,57.0217834666666
"650",650,57.1913749333332
"651",651,57.1347514666664
"652",652,57.0471663999998
"653",653,57.0131365333334
"654",654,56.9955637333332
"655",655,56.9509344
"656",656,56.7665594666664
"657",657,56.647176
"658",658,56.7860848
"659",659,56.6421551999998
"660",660,56.3980885333334
"661",661,56.3526223999998
"662",662,56.4195663999998
"663",663,56.3330970666662
"664",664,56.4287711999998
"665",665,56.133659733333
"666",666,56.0410538666664
"667",667,55.8697888
"668",668,55.645805333333
"669",669,55.8056341333334
"670",670,55.9328277333332
"671",671,55.9735519999996
"672",672,55.9300384
"673",673,55.7593312
"674",674,55.5693776
"675",675,55.4552938666668
"676",676,55.4232165333332
"677",677,55.6700725333332
"678",678,55.6982448
"679",679,55.8087023999996
"680",680,55.9685312
"681",681,56.0257125333332
"682",682,56.1163658666664
"683",683,56.1043717333332
"684",684,56.0761994666664
"685",685,56.4310026666664
"686",686,56.6494074666664
"687",687,56.8535866666668
"688",688,56.7707434666662
"689",689,56.5364394666668
"690",690,56.4019936
"691",691,56.2784261333332
"692",692,56.2580639999998
"693",693,55.849147733333
"694",694,55.8471952
"695",695,55.9453797333332
"696",696,56.041611733333
"697",697,55.914976
"698",698,56.0273861333334
"699",699,55.950400533333
"700",700,55.9029818666666
"701",701,56.1428645333332
"702",702,56.3741002666664
"703",703,56.5548490666664
"704",704,56.8806431999996
"705",705,56.7562389333334
"706",706,56.7456394666668
"707",707,56.7037994666664
"708",708,56.5197034666664
"709",709,56.4061776
"710",710,56.3445333333334
"711",711,56.4901365333334
"712",712,56.2848416
"713",713,56.124176
"714",714,56.1088346666666
"715",715,56.0622527999996
"716",716,55.8031237333332
"717",717,55.5370213333332
"718",718,55.6114965333334
"719",719,55.7992186666664
"720",720,56.1155290666666
"721",721,56.2460698666666
"722",722,56.1300336
"723",723,55.8678362666666
"724",724,55.725301333333
"725",725,55.8223701333332
"726",726,55.9746677333332
"727",727,55.985546133333
"728",728,55.8974031999996
"729",729,55.7911296
"730",730,55.8092602666664
"731",731,55.9336645333332
"732",732,55.8739727999998
"733",733,55.861699733333
"734",734,55.8619786666666
"735",735,55.8307381333334
"736",736,55.7306010666664
"737",737,55.4430207999998
"738",738,55.4594778666666
"739",739,55.4419050666664
"740",740,55.5144277333332
"741",741,55.449157333333
"742",742,55.5077333333332
"743",743,55.7331114666664
"744",744,56.1729893333334
"745",745,56.5093829333334
"746",746,56.4909733333332
"747",747,56.3342127999998
"748",748,56.540344533333
"749",749,56.8044943999996
"750",750,56.6262559999998
"751",751,56.3989253333332
"752",752,56.1484432
"753",753,56.1205498666664
"754",754,56.1291967999996
"755",755,55.9863829333334
"756",756,55.9476111999998
"757",757,56.0368698666666
"758",758,55.9771781333332
"759",759,55.8218122666664
"760",760,55.8561210666666
"761",761,55.9286437333334
"762",762,55.699360533333
"763",763,55.7808090666664
"764",764,55.9350591999998
"765",765,55.7375743999998
"766",766,55.7250223999998
"767",767,55.5802559999996
"768",768,55.7188858666666
"769",769,55.8326906666668
"770",770,55.7900138666664
"771",771,55.9333856
"772",772,55.8647679999998
"773",773,55.7439898666666
"774",774,55.6198645333332
"775",775,55.7107967999996
"776",776,55.9997717333332
"777",777,56.2583429333334
"778",778,56.342859733333
"779",779,56.4904154666664
"780",780,56.482605333333
"781",781,56.479258133333
"782",782,56.498504533333
"783",783,56.5372762666666
"784",784,56.2399333333334
"785",785,56.1068821333334
"786",786,55.9830357333334
"787",787,55.9063290666666
"788",788,55.778856533333
"789",789,55.9660207999998
"790",790,56.0151130666664
"791",791,56.0792677333332
"792",792,55.9347802666666
"793",793,55.807307733333
"794",794,55.690155733333
"795",795,55.831296
"796",796,55.8681151999998
"797",797,56.0898671999998
"798",798,56.1587637333332
"799",799,56.0407749333332
"800",800,55.8558421333334
"801",801,55.7124703999998
"802",802,55.700197333333
"803",803,55.5654725333332
"804",804,55.5462261333332
"805",805,55.4787242666666
"806",806,55.2522304
"807",807,55.2268474666668
"808",808,55.2446991999996
"809",809,55.4257269333332
"810",810,55.8064709333332
"811",811,55.8918245333332
"812",812,55.6672832
"813",813,55.6432949333334
"814",814,55.6198645333332
"815",815,55.663936
"816",816,55.683461333333
"817",817,55.490160533333
"818",818,55.5066175999998
"819",819,55.6254432
"820",820,55.9632314666666
"821",821,56.485952533333
"822",822,56.7314138666664
"823",823,56.8586074666664
"824",824,56.7908266666666
"825",825,56.9473082666664
"826",826,56.7408975999996
"827",827,56.3668479999996
"828",828,56.0167866666666
"829",829,55.9953087999998
"830",830,56.1916778666666
"831",831,56.3771685333332
"832",832,56.4114773333332
"833",833,56.1515114666664
"834",834,55.9615578666664
"835",835,55.8628154666664
"836",836,55.7735567999998
"837",837,55.4856976
"838",838,55.4179167999998
"839",839,55.3331210666666
"840",840,55.5364634666664
"841",841,55.766304533333
"842",842,55.5227957333334
"843",843,55.3119221333332
"844",844,55.2209898666666
"845",845,55.427400533333
"846",846,55.7088442666668
"847",847,55.8056341333334
"848",848,55.8714623999998
"849",849,56.0831727999998
"850",850,55.7978239999998
"851",851,55.4957392
"852",852,55.385560533333
"853",853,55.3197322666666
"854",854,55.4745402666666
"855",855,55.8243226666666
"856",856,55.7584944
"857",857,55.772162133333
"858",858,55.9297594666664
"859",859,55.8522159999998
"860",860,55.9297594666664
"861",861,55.7166543999996
"862",862,55.4441365333334
"863",863,55.2218266666666
"864",864,55.2184794666666
"865",865,55.2720346666666
"866",866,55.1537669333332
"867",867,55.4234954666668
"868",868,55.7635151999998
"869",869,56.0050714666666
"870",870,56.3685215999998
"871",871,56.4697744
"872",872,56.2747999999996
"873",873,56.2100874666666
"874",874,56.5740954666662
"875",875,56.6025466666664
"876",876,56.3679637333332
"877",877,56.1135765333332
"878",878,56.0056293333332
"879",879,56.1169237333332
"880",880,56.1141344
"881",881,55.9766202666666
"882",882,55.8541685333332
"883",883,55.7049392
"884",884,55.7080074666664
"885",885,55.8374325333332
"886",886,55.9428693333332
"887",887,56.0014453333334
"888",888,56.140354133333
"889",889,56.0245967999996
"890",890,55.6597519999996
"891",891,55.2064853333332
"892",892,55.0321519999996
"893",893,54.9099792
"894",894,55.1055114666664
"895",895,55.3914181333332
"896",896,55.9908458666662
"897",897,56.343696533333
"898",898,56.5400655999998
"899",899,56.7079834666666
"900",900,56.8675333333334
"901",901,56.901005333333
"902",902,56.7227669333332
"903",903,56.4993413333334
"904",904,56.2552746666666
"905",905,56.3032511999996
"906",906,56.4371392
"907",907,56.2114821333334
"908",908,56.0633685333332
"909",909,55.9049344
"910",910,55.743710933333
"911",911,55.8826197333332
"912",912,56.0650421333334
"913",913,55.9852671999998
"914",914,56.032406933333
"915",915,55.8862458666668
"916",916,55.5891818666666
"917",917,55.4293530666664
"918",918,55.1805445333334
"919",919,55.3590618666664
"920",920,55.6279535999996
"921",921,56.0558373333334
"922",922,56.4842789333332
"923",923,56.7230458666662
"924",924,56.6675381333334
"925",925,56.6033834666666
"926",926,56.3548538666664
"927",927,56.0310122666664
"928",928,55.7375743999998
"929",929,55.6148437333334
"930",930,55.1685503999996
"931",931,54.8262992
"932",932,54.8597711999998
"933",933,55.0455408
"934",934,55.135357333333
"935",935,55.2357733333332
"936",936,55.1802655999998
"937",937,55.4466469333334
"938",938,55.6301850666666
"939",939,55.7032655999998
"940",940,55.908560533333
"941",941,56.3986463999996
"942",942,56.685947733333
"943",943,56.939498133333
"944",944,56.9894272
"945",945,56.8083994666664
"946",946,56.6081253333332
"947",947,56.6731167999998
"948",948,56.583858133333
"949",949,56.5339290666666
"950",950,56.4279344
"951",951,56.2918149333332
"952",952,56.0237599999998
"953",953,56.0756416
"954",954,56.2045087999998
"955",955,56.1819151999998
"956",956,56.1116239999998
"957",957,56.4725637333332
"958",958,56.4535962666662
"959",959,56.3727055999998
"960",960,56.3841418666668
"961",961,56.5316975999996
"962",962,56.6231877333334
"963",963,56.8477290666666
"964",964,56.7883162666666
"965",965,56.7191408
"966",966,56.7668384
"967",967,56.971296533333
"968",968,57.171291733333
"969",969,57.0602762666666
"970",970,56.958744533333
"971",971,56.8117466666664
"972",972,56.4111983999996
"973",973,56.2360282666666
"974",974,55.8577946666668
"975",975,55.6767669333332
"976",976,55.492392
"977",977,55.4190325333332
"978",978,55.4988074666664
"979",979,55.7847141333332
"980",980,56.0639264
"981",981,56.178010133333
"982",982,56.1213866666666
"983",983,56.4045039999998
"984",984,56.7194197333332
"985",985,56.8287615999998
"986",986,56.7149567999998
"987",987,56.433792
"988",988,56.213155733333
"989",989,56.1715946666668
"990",990,56.1738261333332
"991",991,55.885688
"992",992,55.582208533333
"993",993,55.5824874666666
"994",994,55.4352106666664
"995",995,55.0516773333332
"996",996,54.9052373333334
"997",997,55.0271312
"998",998,55.1855653333332
"999",999,55.2742661333332
"1000",1000,55.3654773333332
"1001",1001,55.5702143999998
"1002",1002,55.9160917333334
"1003",1003,56.150395733333
"1004",1004,56.2056245333332
"1005",1005,56.0999087999998
"1006",1006,56.2047877333334
"1007",1007,56.555128
"1008",1008,56.7958474666664
"1009",1009,56.8747856
"1010",1010,56.7936159999998
"1011",1011,56.866696533333
"1012",1012,56.7065888
"1013",1013,56.5091039999998
"1014",1014,56.2240341333334
"1015",1015,56.156253333333
"1016",1016,56.2407701333332
"1017",1017,56.2036719999998
"1018",1018,56.3788421333334
"1019",1019,56.5660063999998
"1020",1020,56.7102149333332
"1021",1021,56.6081253333332
"1022",1022,56.4784213333332
"1023",1023,56.4549909333334
"1024",1024,56.7263930666662
"1025",1025,56.7339242666666
"1026",1026,56.6270928
"1027",1027,56.349554133333
"1028",1028,56.2982304
"1029",1029,56.2728474666664
"1030",1030,56.2951621333332
"1031",1031,56.149558933333
"1032",1032,56.0365909333334
"1033",1033,56.2321231999998
"1034",1034,56.2399333333334
"1035",1035,56.5347658666664
"1036",1036,56.6937578666664
"1037",1037,56.8686490666664
"1038",1038,56.6887370666668
"1039",1039,56.5860896
"1040",1040,56.5573594666664
"1041",1041,56.2979514666664
"1042",1042,56.260853333333
"1043",1043,56.3381178666666
"1044",1044,56.3043669333332
"1045",1045,56.2555535999996
"1046",1046,56.3869312
"1047",1047,56.4078511999996
"1048",1048,56.4245872
"1049",1049,56.3169189333332
"1050",1050,56.2181765333332
"1051",1051,56.0909829333334
"1052",1052,56.2421647999998
"1053",1053,56.441602133333
"1054",1054,56.3729845333334
"1055",1055,56.1897253333332
"1056",1056,56.2614111999998
"1057",1057,56.2393754666666
"1058",1058,56.1978143999998
"1059",1059,56.4234714666666
"1060",1060,56.838245333333
"1061",1061,56.8982159999998
"1062",1062,56.5213770666666
"1063",1063,56.5475967999996
"1064",1064,56.5768848
"1065",1065,56.5961312
"1066",1066,56.4675429333334
"1067",1067,56.330307733333
"1068",1068,56.3715898666668
"1069",1069,56.4781424
"1070",1070,56.6547071999998
"1071",1071,56.6521967999996
"1072",1072,56.7355978666664
"1073",1073,56.8973792
"1074",1074,57.1673866666668
"1075",1075,57.1782650666666
"1076",1076,56.9512133333332
"1077",1077,56.780506133333
"1078",1078,56.7947317333334
"1079",1079,57.0683653333332
"1080",1080,57.0268042666664
"1081",1081,56.8990527999998
"1082",1082,56.8772959999996
"1083",1083,56.7799482666664
"1084",1084,56.7364346666666
"1085",1085,56.6201194666666
"1086",1086,56.552896533333
"1087",1087,56.4775845333334
"1088",1088,56.3936256
"1089",1089,56.1936304
"1090",1090,56.2399333333334
"1091",1091,56.4591749333332
