"","time","dp"
"1",1,-2.11027013333337
"2",2,-2.21124400000002
"3",3,-2.18892933333346
"4",4,-2.1654989333334
"5",5,-2.17219333333335
"6",6,-2.05810960000017
"7",7,-1.93537893333345
"8",8,-1.93747093333337
"9",9,-2.01361973333336
"10",10,-2.0522520000001
"11",11,-2.15545733333349
"12",12,-2.12798240000015
"13",13,-2.16591733333334
"14",14,-2.07345093333342
"15",15,-2.02003520000018
"16",16,-1.98419226666667
"17",17,-1.9938154666669
"18",18,-1.88600773333348
"19",19,-1.80944053333356
"20",20,-1.69200960000016
"21",21,-1.63036533333355
"22",22,-1.7010749333334
"23",23,-1.71585840000015
"24",24,-1.69424106666689
"25",25,-1.79284400000001
"26",26,-1.76522960000011
"27",27,-1.67081066666684
"28",28,-1.58601493333354
"29",29,-1.5498930666669
"30",30,-1.51558426666682
"31",31,-1.44417733333341
"32",32,-1.479044
"33",33,-1.63845440000011
"34",34,-1.75100400000011
"35",35,-1.81515866666682
"36",36,-1.78001306666686
"37",37,-1.84291253333353
"38",38,-1.86731920000001
"39",39,-1.84653866666687
"40",40,-1.91934026666689
"41",41,-1.89200480000012
"42",42,-1.91362213333338
"43",43,-1.87903440000016
"44",44,-1.80121200000019
"45",45,-1.77624746666671
"46",46,-1.78866000000017
"47",47,-1.83705493333345
"48",48,-1.83719440000001
"49",49,-1.89228373333349
"50",50,-2.02282453333341
"51",51,-2.09060533333347
"52",52,-1.96034346666668
"53",53,-1.93105546666679
"54",54,-1.92896346666687
"55",55,-1.96843253333348
"56",56,-1.89326000000017
"57",57,-1.86494826666672
"58",58,-1.9539280000001
"59",59,-1.95713573333351
"60",60,-2.02728746666687
"61",61,-1.87373466666683
"62",62,-1.73022346666672
"63",63,-1.7829418666669
"64",64,-2.0111093333335
"65",65,-2.09702080000004
"66",66,-2.16633573333352
"67",67,-2.04486026666685
"68",68,-2.05713333333349
"69",69,-2.13802400000007
"70",70,-2.22100666666682
"71",71,-2.2663333333335
"72",72,-2.24011360000022
"73",73,-2.10594666666671
"74",74,-2.06843013333346
"75",75,-2.09994960000008
"76",76,-2.09646293333354
"77",77,-1.98907360000006
"78",78,-1.8929810666668
"79",79,-1.71069813333338
"80",80,-1.6574218666667
"81",81,-1.65198266666681
"82",82,-1.51293440000015
"83",83,-1.4975930666669
"84",84,-1.40889226666689
"85",85,-1.36454186666689
"86",86,-1.43859866666671
"87",87,-1.52353386666681
"88",88,-1.46077386666671
"89",89,-1.39522453333338
"90",90,-1.43315946666681
"91",91,-1.41670240000008
"92",92,-1.2508765333334
"93",93,-1.33162773333341
"94",94,-1.39815333333342
