"time","mean","sd","se"
1,-0.423478037238043,0.923967668841556,0.307989222947185
2,-0.422091415229274,0.92069865846337,0.306899552821123
3,-0.420704793220504,0.917430084495493,0.305810028165164
4,-0.419318171211735,0.914161951619062,0.304720650539687
5,-0.417931549202966,0.91089426458176,0.303631421527253
6,-0.416544927194197,0.907627028198987,0.302542342732996
7,-0.415158305185427,0.904360247355065,0.301453415785022
8,-0.413771683176658,0.901093927004455,0.300364642334818
9,-0.412385061167889,0.897828072173015,0.299276024057672
10,-0.410998439159119,0.894562687959275,0.298187562653092
11,-0.40961181715035,0.89129777953574,0.297099259845247
12,-0.408225195141581,0.888033352150226,0.296011117383409
13,-0.406838573132811,0.884769411127216,0.294923137042405
14,-0.405451951124041,0.881505961869252,0.293835320623084
15,-0.404065329115272,0.878243009858367,0.292747669952789
16,-0.402678707106502,0.874980560657515,0.291660186885838
17,-0.401292085097733,0.871718619912069,0.290572873304023
18,-0.399905463088964,0.868457193351333,0.289485731117111
19,-0.398518841080194,0.865196286790086,0.288398762263362
20,-0.397132219071425,0.861935906130171,0.287311968710057
21,-0.395745597062656,0.858676057362107,0.286225352454036
22,-0.394358975053886,0.855416746566744,0.285138915522248
23,-0.392972353045117,0.852157979916953,0.284052659972318
24,-0.391585731036348,0.848899763679351,0.282966587893117
25,-0.390199109027579,0.84564210421607,0.281880701405357
26,-0.388812487018809,0.842385007986558,0.280795002662186
27,-0.387425865010039,0.839128481549427,0.279709493849809
28,-0.38603924300127,0.835872531564349,0.278624177188116
29,-0.3846526209925,0.832617164793969,0.277539054931323
30,-0.383265998983731,0.829362388105893,0.276454129368631
31,-0.381879376974962,0.8261082084747,0.2753694028249
32,-0.380492754966192,0.822854632984013,0.274284877661338
33,-0.379106132957423,0.819601668828608,0.273200556276203
34,-0.377719510948654,0.816349323316576,0.272116441105525
35,-0.376332888939885,0.813097603871534,0.271032534623845
36,-0.374946266931115,0.809846518034891,0.269948839344964
37,-0.373559644922346,0.806596073468159,0.26886535782272
38,-0.372173022913577,0.803346277955325,0.267782092651775
39,-0.370786400904807,0.800097139405274,0.266699046468425
40,-0.369399778896037,0.796848665854273,0.265616221951424
41,-0.368013156887268,0.793600865468517,0.264533621822839
42,-0.366626534878498,0.790353746546717,0.263451248848906
43,-0.365239912869729,0.78710731752277,0.262369105840923
44,-0.36385329086096,0.783861586968489,0.261287195656163
45,-0.36246666885219,0.780616563596388,0.260205521198796
