"time","mean","sd","se"
1,0.0194583113537437,0.878518132205755,0.50721268011696
2,0.101984648804223,0.955744084406752,0.551799104408631
3,0.122634276254633,1.1568320302932,0.667897284096959
4,0.143841770371838,1.29268924574828,0.746334484011305
5,0.067887487822316,1.40260357676583,0.809793552612084
6,0.0239640486061243,1.48928691691368,0.8598402023807
7,0.0564683416121046,1.59053378392218,0.918295108302662
8,0.109846147951509,1.71232274047891,0.988609995155015
9,0.0768475976240886,1.84625251978924,1.06593438929234
10,0.06932495840797,1.94335234404081,1.12199499896225
11,0.0126170747473398,1.94168762588559,1.12103387348721
12,0.0222023466421516,1.92176477910963,1.10953141253809
13,0.0130525963148954,1.94811656206002,1.12474562151812
14,-0.012135821790131,1.95648075657112,1.12957469147066
15,-0.010360682117519,2.00580461988381,1.15805183723172
16,-0.00914341022257496,2.00269474134415,1.15625634801969
17,-0.062178673883202,1.95320803940607,1.12768518733444
18,-0.052360957543785,1.89727348986681,1.09539136010094
19,-0.0758757734267837,1.86208909172879,1.07507763836468
20,-0.0541104115318016,1.8844969309461,1.08801481036875
21,-0.0189562518590983,1.82311171940323,1.05257404196021
22,0.036699508924752,1.76090070825032,1.01665649792452
23,0.136566203041725,1.68949046361894,0.9754277739637
24,0.232992720492273,1.64251053013854,0.948303896722281
25,0.235883591276079,1.61787797341202,0.934082283465396
26,0.129293128726515,1.57080079876567,0.906902264010638
27,0.0524555572880643,1.46503487328328,0.84583827846229
28,0.149904829183005,1.35314213644556,0.781236976728669
29,0.210395435522284,1.37542617765675,0.794102673920581
30,0.217423816306125,1.33904295519857,0.773096810640364
31,0.167270868201102,1.30409971690579,0.752922322605672
32,0.091642006762684,1.23630230004275,0.713779465729437
33,0.0564584764352887,1.11906547335845,0.646092752284318
34,0.106024192774669,1.01037048524336,0.583337671636505
35,0.125046710225177,0.923278236514213,0.533054938388404
36,0.0942796265644816,0.866134927177401,0.500063233360409
37,0.118648364014999,0.816515829735332,0.471415634095285
38,0.161752127021039,0.779155139889294,0.449845429755564
39,0.145443086693644,0.819911562353286,0.473376161236356
40,0.143406137477556,0.795291304591825,0.459161648790259
41,0.134581808261265,0.690405858561938,0.39860600829083
42,0.150350103489512,0.565269689109264,0.32635860717197
43,0.124882753162218,0.515771139618745,0.297780606299123
44,0.0227087361682282,0.511968872803394,0.295585366529749
45,-0.0874148808257617,0.522340111988883,0.301573204265321
46,-0.0622093444863833,0.443701277557139,0.256171052037395
