"time","mean","sd","se"
1,-0.546870384723941,0.866566453397965,0.500312375140014
2,-0.544805785771776,0.862258391026468,0.497825114170145
3,-0.542741186819608,0.857950418540999,0.495337905095998
4,-0.540676587867443,0.853642537302419,0.492850748703267
5,-0.538611988915275,0.849334748699147,0.490363645793556
6,-0.53654738996311,0.845027054147907,0.487876597184811
7,-0.534482791010942,0.840719455094404,0.48538960371171
8,-0.532418192058778,0.836411953014117,0.482902666226121
9,-0.53035359310661,0.832104549413018,0.480415785597518
10,-0.528288994154441,0.827797245828409,0.477928962713463
11,-0.526224395202277,0.823490043829718,0.475442198480064
12,-0.524159796250109,0.819182945019327,0.472955493822459
13,-0.522095197297944,0.814875951033481,0.470468849685333
14,-0.520030598345776,0.810569063543137,0.467982267033413
15,-0.517965999393611,0.806262284254938,0.465495746852031
16,-0.515901400441443,0.801955614912121,0.463009290147645
17,-0.513836801489278,0.797649057295551,0.460522897948438
18,-0.51177220253711,0.79334261322469,0.458036571304876
19,-0.509707603584945,0.789036284558697,0.455550311290346
20,-0.507643004632777,0.784730073197466,0.453064119001752
21,-0.505578405680613,0.780423981082798,0.450577995560193
22,-0.503513806728444,0.776118010199507,0.448091942111602
23,-0.50144920777628,0.77181216257667,0.445605959827467
24,-0.499384608824112,0.767506440288812,0.443120049905517
25,-0.497320009871944,0.763200845457235,0.440634213570485
26,-0.495255410919779,0.758895380251314,0.43814845207486
27,-0.493190811967611,0.754590046889854,0.435662766699669
28,-0.491126213015446,0.75028484764254,0.433177158755318
29,-0.489061614063278,0.745979784831361,0.430691629582406
30,-0.486997015111113,0.741674860832166,0.428206180552629
31,-0.484932416158945,0.737370078076184,0.42572081306966
32,-0.482867817206781,0.733065439051696,0.423235528570108
33,-0.480803218254612,0.728760946305667,0.420750328524463
34,-0.478738619302448,0.724456602445529,0.418265214438128
35,-0.476674020350279,0.72015241014094,0.41578018785243
36,-0.474609421398115,0.715848372125692,0.413295250345724
37,-0.472544822445947,0.711544491199601,0.410810403534485
38,-0.470480223493779,0.707240770230549,0.408325649074486
39,-0.468415624541614,0.702937212156544,0.405840988661986
40,-0.466351025589446,0.698633819987857,0.403356424034966
41,-0.464286426637281,0.694330596809293,0.400871956974439
42,-0.462221827685113,0.690027545782464,0.398387589305763
43,-0.460157228732948,0.685724670148234,0.39590332290005
44,-0.45809262978078,0.681421973229171,0.393419159675588
45,-0.456028030828615,0.677119458432174,0.390935101599349
46,-0.453963431876447,0.672817129251123,0.388451150688527
47,-0.451898832924283,0.668514989269707,0.385967309012165
48,-0.449834233972115,0.664213042164281,0.383483578692808
49,-0.44776963501995,0.659911291706918,0.380999961908263
50,-0.445705036067782,0.655609741768498,0.378516460893383
51,-0.443640437115617,0.651308396321996,0.376033077941968
52,-0.441575838163449,0.64700725944583,0.373549815408692
53,-0.439511239211281,0.642706335327404,0.371066675711154
54,-0.437446640259116,0.638405628266756,0.368583661331983
55,-0.435382041306948,0.634105142680343,0.366100774821022
56,-0.433317442354783,0.629804883105045,0.363618018797638
57,-0.431252843402615,0.625504854202233,0.361135395953077
58,-0.42918824445045,0.621205060762119,0.358652909052967
59,-0.427123645498282,0.616905507708171,0.356170560939875
60,-0.425059046546118,0.612606200101824,0.353688354536022
61,-0.42299444759395,0.608307143147288,0.351206292846059
62,-0.420929848641785,0.60400834219665,0.348724378960015
63,-0.418865249689617,0.599709802755111,0.346242616056321
64,-0.416800650737452,0.595411530486532,0.343761007405006
65,-0.414736051785284,0.591113531219134,0.341279556370997
66,-0.412671452833116,0.586815810951527,0.338798266417593
67,-0.410606853880951,0.582518375858954,0.336317141110071
68,-0.408542254928783,0.578221232299808,0.333836184119451
69,-0.406477655976618,0.573924386822493,0.331355399226457
70,-0.40441305702445,0.569627846172516,0.328874790325609
71,-0.402348458072285,0.565331617299984,0.326394361429552
72,-0.400283859120117,0.561035707367357,0.323914116673536
73,-0.398219260167953,0.556740123757644,0.321434060320141
74,-0.396154661215785,0.552444874082892,0.318954196764186
75,-0.39409006226362,0.548149966193156,0.316474530537903
76,-0.392025463311452,0.54385540818581,0.313995066316311
77,-0.389960864359286,0.539561208415373,0.311515808922896
78,-0.387896265407119,0.535267375503744,0.309036763335511
79,-0.385831666454952,0.530973918350968,0.306557934692602
80,-0.383767067502786,0.526680846146505,0.304079328299705
81,-0.381702468550619,0.522388168381063,0.301600949636283
82,-0.379637869598453,0.518095894859003,0.299122804362886
83,-0.377573270646286,0.513804035711364,0.296644898328672
84,-0.37550867169412,0.509512601409547,0.294167237579308
85,-0.373444072741954,0.50522160277968,0.291689828365262
86,-0.371379473789787,0.50093105101772,0.289212677150523
87,-0.36931487483762,0.496640957705334,0.286735790621768
88,-0.367250275885454,0.492351334826597,0.284259175698007
89,-0.365185676933287,0.488062194785558,0.281782839540721
90,-0.363121077981121,0.483773550424747,0.279306789564549
91,-0.361056479028954,0.47948541504465,0.276831033448528
92,-0.358991880076788,0.475197802424232,0.274355579147949
93,-0.356927281124621,0.470910726842578,0.271880434906845
94,-0.354862682172454,0.466624203101698,0.26940560927116
95,-0.352798083220288,0.462338246550607,0.266931111102653
96,-0.350733484268122,0.458052873110725,0.264456949593559
97,-0.348668885315955,0.453768099302711,0.261983134282085
98,-0.346604286363788,0.449483942274811,0.259509675068777
99,-0.344539687411622,0.445200419832823,0.257036582233815
100,-0.342475088459455,0.440917550471788,0.254563866455317
101,-0.340410489507289,0.436635353409533,0.252091538828701
102,-0.338345890555122,0.432353848622166,0.249619610887178
103,-0.336281291602956,0.42807305688169,0.24714809462347
104,-0.33342769279468,0.424099473131031,0.244853944975379
