"","sTN","s.dp"
"1",1,79.1197189333333
"2",2,79.1244608000001
"3",3,79.1416151999999
"4",4,79.0798314666668
"5",5,79.0778789333334
"6",6,79.0322733333333
"7",7,79.0746712
"8",8,79.1215320000001
"9",9,79.1425914666666
"10",10,79.1250186666666
"11",11,79.0944754666667
"12",12,79.0912677333333
"13",13,79.0011722666667
"14",14,79.0499856000001
"15",15,79.0707661333333
"16",16,79.0478936
"17",17,79.0036826666668
"18",18,79.0181872000001
"19",19,79.0162346666668
"20",20,78.9697922666666
"21",21,78.9529167999999
"22",22,78.9688159999999
"23",23,78.8686789333334
"24",24,78.8173552000001
"25",25,78.8448301333334
"26",26,78.8628213333333
"27",27,78.8124738666667
"28",28,78.8375778666667
"29",29,78.8976880000002
"30",30,78.8685394666668
"31",31,78.9257208
"32",32,79.0575167999999
"33",33,78.9746736
"34",34,78.9417594666668
"35",35,78.8961538666667
"36",36,78.9025693333333
"37",37,79.0575167999999
"38",38,79.1615589333335
"39",39,79.0739738666667
"40",40,78.9575192
"41",41,78.9523589333334
"42",42,78.9442698666666
"43",43,78.9031272
"44",44,79.0080061333334
"45",45,79.0100981333333
"46",46,79.0230685333333
"47",47,79.0275314666668
"48",48,79.0710450666666
"49",49,79.0314365333335
"50",50,79.0173504
"51",51,79.1269712
"52",52,79.1425914666666
"53",53,79.0198608000001
"54",54,78.9780208
"55",55,79.0416176
"56",56,79.0156768
"57",57,79.0282288000001
"58",58,79.0265552000001
"59",59,79.0280893333333
"60",60,79.0349232
"61",61,79.1504016000001
"62",62,79.1209741333334
"63",63,79.0424544000001
"64",64,79.0533328000001
"65",65,78.9506853333335
"66",66,78.9516616000001
"67",67,79.0392466666667
"68",68,78.9815074666668
"69",69,78.9347861333335
"70",70,78.9237682666666
"71",71,78.9947568000001
"72",72,78.9335309333334
"73",73,78.9374360000001
"74",74,78.8619845333334
"75",75,78.7978298666667
"76",76,78.9788576000001
"77",77,79.0361784000001
"78",78,79.0073088000001
"79",79,78.9077296000001
"80",80,78.8968512
"81",81,78.9162370666668
"82",82,79.0280893333333
"83",83,78.9311600000001
"84",84,78.9137266666667
"85",85,78.9837389333335
"86",86,79.1611405333333
"87",87,79.2022832000001
"88",88,79.1283658666666
"89",89,79.1031224
"90",90,79.1198584000001
"91",91,79.0953122666668
"92",92,79.1345024
"93",93,79.2179034666667
"94",94,79.2529096000001
"95",95,79.2547226666667
"96",96,79.1795501333334
"97",97,79.1757845333335
"98",98,79.0915466666666
"99",99,79.1590485333333
"100",100,79.2639274666667
"101",101,79.2615565333334
"102",102,79.3296162666666
"103",103,79.2926576000001
"104",104,79.2110696
"105",105,79.1801080000001
"106",106,79.2637880000002
"107",107,79.3081383999999
"108",108,79.3522098666668
"109",109,79.4174802666667
"110",110,79.4117621333335
"111",111,79.4071597333335
"112",112,79.3893080000001
"113",113,79.3764770666667
"114",114,79.3075805333334
"115",115,79.3042333333335
"116",116,79.2421706666667
"117",117,79.3810794666667
"118",118,79.4421658666666
"119",119,79.4757773333334
"120",120,79.4356109333335
"121",121,79.3728509333334
"122",122,79.2893104000001
"123",123,79.2135800000001
"124",124,79.1980992
"125",125,79.2862421333333
"126",126,79.2647642666666
"127",127,79.2379866666668
"128",128,79.2720165333333
"129",129,79.3527677333333
"130",130,79.353744
"131",131,79.3823346666668
"132",132,79.4635042666668
"133",133,79.4951631999999
"134",134,79.5632229333334
"135",135,79.5223592000001
"136",136,79.4900029333334
"137",137,79.5271010666667
"138",138,79.5700568000001
"139",139,79.5459290666668
"140",140,79.5563890666666
"141",141,79.6266802666668
"142",142,79.6054813333334
"143",143,79.5467658666666
"144",144,79.5107834666668
"145",145,79.5363058666668
"146",146,79.4704776000001
"147",147,79.4275218666667
"148",148,79.6004605333335
"149",149,79.6601522666667
"150",150,79.6450898666666
"151",151,79.6657309333334
"152",152,79.5898610666668
"153",153,79.6629416
"154",154,79.6322589333335
"155",155,79.7047816000001
"156",156,79.7766069333335
"157",157,79.8634946666667
"158",158,79.9131448
"159",159,79.8086842666668
"160",160,79.7862301333334
"161",161,79.7948770666667
"162",162,79.8402037333334
"163",163,79.7838592000001
"164",164,79.7305829333335
"165",165,79.8625184
"166",166,79.8517794666668
"167",167,79.7078498666667
"168",168,79.6495528000001
"169",169,79.6222173333333
"170",170,79.7026896
"171",171,79.7746544000001
"172",172,79.8856698666667
"173",173,79.8872040000001
"174",174,79.8130077333335
"175",175,79.7453664
"176",176,79.8538714666667
"177",177,79.9360173333333
"178",178,79.9563794666668
"179",179,79.9513586666668
"180",180,79.8888776000001
"181",181,79.8823226666667
"182",182,79.9841333333335
"183",183,79.9945933333333
"184",184,79.975068
"185",185,80.1128610666666
"186",186,80.1878941333333
"187",187,80.1446594666668
"188",188,80.1711581333335
"189",189,80.1196949333333
"190",190,80.0583296000001
"191",191,80.0427093333335
"192",192,80.0816205333333
"193",193,80.0086794666668
"194",194,79.8632157333333
"195",195,79.9033821333335
"196",196,79.8927826666668
"197",197,79.9710234666667
"198",198,80.0703237333334
"199",199,80.1173240000001
"200",200,80.1266682666667
"201",201,80.1241578666668
"202",202,80.0693474666667
"203",203,80.0547034666668
"204",204,80.0456381333333
"205",205,80.1229026666668
"206",206,80.3138325333335
"207",207,80.3233162666667
"208",208,80.2778501333334
"209",209,80.2860786666668
"210",210,80.2982122666666
"211",211,80.3936074666668
"212",212,80.4071357333333
"213",213,80.3028146666666
"214",214,80.307696
"215",215,80.4103434666667
"216",216,80.4758928
